cleaned_content,label
ren euy user interface bagus banget ampe hp ku hang manas mgkn aku harus ganti hp tetap ngguna aplikasi tokopedia,webdesign
toko pedia mang oky,informationquality
ok mantap,informationquality
tiap ganti no hp saldo hilang udah konfirmasijawabn gk jelas ayo nongol sini kalau kamu manusia tanggung jawab,informationquality
aplikasi idiot karang login ya ribet suruh bikin kata sandi verikasi aman udah bener kode otp gak masuk masuk gilir kali jeda lama nding gk usah dowlod,privacy
apasih aplikasi makin sini makin gk jelas waktu aku bikinin akun baru buat papa dapet rba k udah transaksi ma batalin otomatis sama pihak tokopedia tanpa jelas orderin barang ma tulis oops akun kamu gk suai dgn sk promo udah coba cari penyelesaian web tokopedia juga gk jelas heh napa ya dasar biadab aku baru aja buatin akun buat mami aku jadi begini tapi kali tiba² voucher pengguna baru hilang padhl waktu masih lama,privacy
siip,informationquality
pembeli barang rata suai pesan tetapi komplain barang ler konsumen ring sulit kayak toko orange hingga rugi konsumen apabila barang rusaktidak fungsi,reliability
hubungin chat cs mau komplain kirim ga sampai jawab ma ai,responsiveness
mudah guna ribet,easeofuse
aplikasi nurut lebih mudah operasi moga makin kembang akun asmunimuhammad,privacy
sangat muas,informationquality
masa komplain barang kirim kata via tokppedia care tapi jawab pasti,responsiveness
sangat buruk proses lama kali,easeofuse
rja bagus,informationquality
aplikasi lumay bagus cukup muas,informationquality
makin aneh aja promo skon cma eh kupon gratis ongkir ma hilangsama aja kga potong harga cekout ma nambah ongkir,informationquality
nangani masa kurang profesional apalagi komplain pengembali barang henti pusat resolusi beberapa hari dang dana guna unuk transaksi lain lalu banyak drama perti dulu pihak admin tokopedia lalu nyepela costumer gera benahi sistem pusat resolusi beri waktu agar penjual mberi respon hingga lepas tanggung jawab gera tangani respon,responsiveness
saldo dana sya tiba² tarik tokopedia tanpa pengetahu mau komplain respon ha mau uang sya mbali,responsiveness
napa akuisisi tiktok ma ngancurin mua hal ngutak atikk gak harus udah bagus ui ux dulu ma karang gak jelas udah gtu update akhir ma ngehapus riwayat transaksi tolong  udah bagus dulu jang utak atik algoritma pencari pun ma gak jelas buybacktokopedia kicktiktok,webdesign
pilih kurirexpedisi otomatis bisa milih kadang beberapa daerah masa proses pickup lalu gagalmau ganti expedisi gk bisa tolong pilih kurirexpedisi muncul,reliability
beli main tokopedia nyata barang ilegal tak sni hingga aman brg jamin pas minta refund toko nolak complain tokopedia sampai ngomong chat cfs stlh tokopedia tuju pengembali brg sy pilih penjemput brg kurir jnt sampai batas waktu nyata kurir tak nah datangsaya jnt dekat mrk bilang tak rjasama dgn tokopedia mua ha akal tokopedia spy konsumen tak refund knp tokopedia mbiar penjual produk ilegal,reliability
napa akuisisi tiktok ma ngancurin mua hal ngutak atikk gak harus udah bagus ui ux dulu ma karang gak jelas udah gtu update akhir ma ngehapus riwayat transaksi tolong  udah bagus dulu jang utak atik algoritma pencari pun ma gak jelas buybacktokopedia kicktiktok,webdesign
aplikasi bagus user interface face mudah pahami,webdesign
update baru makin banyak error gagal laku pembayar pembatal transaksi makin lambat,reliability
bagus bangett aku suka gak nah gagal,reliability
mantap,informationquality
aplikasi nyedia barang² bagus laku pengguna tuju sih sama ulas bawah tolong dia rating kurir biar terlambat antar barangbarang rusak ekspedisi dampak aplikasi suka aplikasi karna pilih pembayar lewat cod jauh nah bikin cewa ha saja order minggu lalu sampai kurir konsisten maka kalau rating jasa pengirim pasti rasa pengeluh,reliability
good job,informationquality
jelek,informationquality
mohon maaf baru i ulas barang sangat bagus sy suka,informationquality
menjak tokopedia bawah naung tiktok makin ampas banyak fitur hilang masa makin mirip aplikasi oren pinpoint lokasi alamat ngawur pencari gak suai lain ketik lain pula muncul fitur mbunyi barang hilang fitur jarak dekat toko bisa pilih kurir cth reguler ha reguler bisa pilih jtjesepatnteraja beberapa barang dapat cari aplikasi mobilesparepart elektronik smd dll,reliability
maaf tambah sini tambah banyak cewa msa barangmasa kurir mas pelayan paket kadang ilang tau napa paket lebih minggu nyampe tahu kap nyampe,reliability
baru kali nyoba belanja bayar pake gopay biasa cod agak simpel sih ga ribet,easeofuse
banya ller penipu return ribet justru nang ma penjual penipu alamat penjual wkt return alamat asli smpi kiamat pun klo return kya gini duit gak bkl balik na cs jwb robot ller penipubarang gak dpt duit ksh ller penipu jngn smpi na tipu dah,easeofuse
kualitas pelay sangat buruk proses komplain estimasi tera aplikasi hari tapi nyata sampe hari rja proses komplain masih putus padahal mua bukti lampir,responsiveness
aplikasi mbali normal ha sms ller harkonik karang pisah aplikasi ller toped imakasih,informationquality
tolong jasa kirim id express hapus saja kurir rekomendasi soal lelet banget pengirim antar kota saja bisa hari sangat ncoreng nama tokopedia tolong fitur chat cs bisa perbaiki perti niat cfs harus nunggu lebih hari njawab saja,reliability
sdh bagus cuma topup uang elektronik brizzi ko ga adamohon tambah mua kartu elektronik bisa support,responsiveness
salah fatal tokopedia pilih kurir gratis ongkir pake kurir lelet kaya ong bikin males beli sini be pake kurir hari sampe,reliability
lebih enak belanja shopeepenjual real gak silumanbanyak skongratis ongkir komplain gak ribet,responsiveness
tampilan kok kayak ginitampil home pilih nu mana mua,webdesign
menjak handover paket pengirim lelet kirim gadget padahal gimana nanti asuransi rusak hilangin aja bikin customer was was,informationquality
harga saing masa cepat tangani,informationquality
turun bintang karna csa lama baru tau aplikasi pembatal bul pembeli na potong hati bli tokped pembeli na biaya layan pembatal na biaya layan skipun batalin pembeli sungguh ha duit,informationquality
habis update ma ngebug,informationquality
baik,informationquality
bagus bgt rekomen ngga lalu murah tapi juga ga mahal bgt kurir ramah juga ngga k oren,reliability
apa sistem pengirim hilang walu biliang pengirim masih normal tapi ga tau mana kap paket datang ayo cepet fix problem mana marin udh deket paket cuma blm kirim hari raya rja ga tau paket datang simp gudang cepet atasi,informationquality
tdk bisa pilih jasa pengirim kurir tdk profesional jadi kalikali masu titik alamat apk guna deteksi pihak jasa kirim saldo tokpedtiktok perti toko oren bisa pakai pembayar luar apk dg qris produk propl toko official ko tdk bisa kirim rmh repack sih banyak  bisa jd palsu toko be aja bisa barang tdk suai deskripsifoto sampul ikl produk,reliability
ngapresiasi kurir bisa nilai pembeli banyak kurir kurang baik ngantar barang perti main lempar taruh paket luar pagar raw ambil orang asing,reliability
pelangg tahun tokped aplikasi update us gimana mau bayar tagih cicil tokped belanja tokped na tipu toko barang ga sampai sampai nominal lumay komplain jang us dana toko ma us toko akhir amsyong duit lenyap sampai karang ga da jelas mau bayar cicil aja susah aplikasi update us toko bodong masih banyak pelihara banyak korb,responsiveness
nangani masa kurang profesional apalagi komplain pengembali barang henti pusat resolusi beberapa hari dang dana guna unuk transaksi lain lalu banyak drama perti dulu pihak admin tokopedia lalu nyepela costumer gera benahi sistem pusat resolusi beri waktu agar penjual mberi respon hingga lepas tanggung jawab gera tangani respon,responsiveness
aplikasi nyedia barang² bagus laku pengguna tuju sih sama ulas bawah tolong dia rating kurir biar terlambat antar barangbarang rusak ekspedisi dampak aplikasi suka aplikasi karna pilih pembayar lewat cod jauh nah bikin cewa ha saja order minggu lalu sampai kurir konsisten maka kalau rating jasa pengirim pasti rasa pengeluh,reliability
kok ribet arching,easeofuse
barang beli toko bagus amanah,informationquality
ampas bener emang gak fitur chat sama kurirbarang order juga ring bawa muter² lokasi sampai  hari² bogor cibinong kap sampai kalo pengirim model gitu,reliability
guna aplikasi pengembali dana lama banyak fake penjual,informationquality
oke,informationquality
apa dah karang beli paket na area fleet mulu ya klo emg gk bisa daerah bikin dong pas jasa pengiriman pemberitahu klo emg paket gk bisa sampe daerah tuju jang sampe nunggu minggu lebih baru lesai proses ngaco makin lama makin sini,informationquality
sorry b karna privasi nomor sebar akibat paylater pdhal paylater nguntung kali juga,privacy
hati balnja tokpedkomplain mndukung ller nakal,responsiveness
pengembali dana ribet lama,easeofuse
haloo tokopedia napa aplikasi karang at kalau buka dr handphone jarang blanja sini krena kalau buka hp ring not responding toko be ring jaya betah liat liat seba tolong perbaiki yah,informationquality
toko pedia bagus ha sayang proses pengirim lalu lama lalu toko kurang ajar pes suai hingga ngalami rugi konplain tapi tanggap pesan barang harga tapi kirim barang harga jum pesan ha pcs masa tapi pesan jum pcs sampai karang niat baik penjual moga tokopedia bisa nyaring para pnjual nkal nm baik tokopedia lm lm bisa hancur,informationquality
good,informationquality
ok ,informationquality
te update ui home makin aneh mana nu pilih pembayar bpjstoken listrik pulsa siapa sih ngide ilangin tampilan kira biar fresh gt kgakk mbaliin ui lama aja,webdesign
fitur penilai kurir lu tambahi,reliability
cs tokopediacare lelet banget ngurus komplain paket udah hari ga lesai urusan ngecewa,responsiveness
mantabz,informationquality
paket pes sangat lama jalan lebih baik shopee lebih cepat,informationquality
bagus skalii,informationquality
aplikasi sampah skon ga suai nyata dapat potong ma tekor biaya admin,informationquality
cewa at tokopedia awal nduga bahwa order batal batas akhir pengirim lebih lambat hari te batal otomatis belum batas akhir pengirim ller pesan batal otomatis sistem tahu apa macam rekayasa saja kumpul dana rb apa banyak pelangg ngalami hal sama perti apa banyak dana ngendap akun tokopedia cewa ulang,reliability
lemot krang ribet,easeofuse
apk online shop ring erorr,informationquality
njelajah nusantara,informationquality
jang ragu download g mantap aplikasi pokok,informationquality
nyesal belanja tokopedia pes udh hari baru prosessekarang alas alamat temu,informationquality
te update ui home makin aneh mana nu pilih pembayar bpjstoken listrik pulsa siapa sih ngide ilangin tampilan kira biar fresh gt kgakk mbaliin ui lama aja,webdesign
udah ikutin prosedur dapat tokped card tapi gak setujuitolong jang sebar data,informationquality
mantap banyak masa,informationquality
entah napa makin dp aplikasi makin binggungkandi versi baru cod kalimant utara sudh,informationquality
tokopedia brengsek ribet nyebal tode pembayar cod sti pembayaran lengkap bisa cod mua barang jual marketplace tokopedia pengguna baru dapat voucher skon beberapa sen voucher gratis ongkir nyebal pengguna bukan permudah belanja ma persulit penggunaan ribet guna marketplace tokopedia nyebal nding bubarin saja usaha tokopedia hapus manen aplikasi nyebal brengsek,easeofuse
so far so good,informationquality
barang hilang uang g kunjung mbali sdh minggu lbh alasan butuh data pelengkap dll padahal sy beli adl suplemen utk ofg sakit gagal ginjal pihak tokopedia sm kali g bs hubungi tokopedia care tdk prnh respon gmn,reliability
kurang tat pemilih orang njadi ller hingga banyak muncul penipu dalam aplikasi nah mbeli barang pre order ngkonfirmasi dulu apa barang asli barang sampai nyata barang kirim kembali halang karena ller bisa hubungi juga alamat jelas hingga dana bisa mbali padahal konfirmasi tokopedia care tapi ha balas bantu,responsiveness
ko sy pesen makan riwayat transaksi masih nunggu kurir aja ubah kirim blm,reliability
poto vari gak muncul kasi lho pembeli kalau asal beli,informationquality
mau masuk toko blank putih at infinix note,informationquality
tdk bisa pilih jasa pengirim kurir tdk profesional jadi kalikali masu titik alamat apk guna deteksi pihak jasa kirim saldo tokpedtiktok perti toko oren bisa pakai pembayar luar apk dg qris produk propl toko official ko tdk bisa kirim rmh repack sih banyak  bisa jd palsu toko be aja bisa barang tdk suai deskripsifoto sampul ikl produk,reliability
kok mau chek out ma eror us yaa,informationquality
barang kurang lengkap udah barang toko online lain murah tapi sini mahal,informationquality
menjak mitra toko pedia ga operasional pindah app tokopedia pusat ma makin ribet make ga bikin simpel mua tampil nu fitur biasa jual pulsa topup ewallet pembayar gala macem pakai saldo ovo ma ga bikin satsett contoh mau topup saldo konsumen gopay pakai saldo ovo ma suruh bikin akun gopay dulu udah tau konsumen ga sabar nunggu ujung ga topup mitra tokopedia tutup ma sangat rugi kali,privacy
mantap,informationquality
pelayan buruk rekomendasi belanja sini apalagi masih ngguna kurir jne sangat cewa pelayan kurir,reliability
aplikasi bagus user interface face mudah pahami,webdesign
tolong tambah pemberi rate kurir instant same day barang asal lempar,reliability
bagus smooth ui ux barang jamin banyak ori toko rate skipun sama kayak lain tapi sini lebih cle mbingung mau beli,webdesign
kalo mau complain masa kurir ya pt expedisi  kocak masa toko wkwkwkwk lawak,reliability
tolong tokopedia ambil tinda supaya manah toko bener jual barang manah toko niat penipu ga niat jual barang gw takut banyak orang korb sini contoh gw korban beli barang ribu tapi barang ga sampe rumah gw duit gw bawa kabur,reliability
hadeh makin sini makin ribet,easeofuse
iya ekpedisi otomatis pake kurir si cepat paket bukan anter ma retur tanpa konfirmasi udahin aja gausah pake sicepat,reliability
tokopedia top sangat mbantu,informationquality
history pembeli hilang makin ga jelas aplikasi,informationquality
jang nah pakai apk guys komplain hari eksekusi juga hari,responsiveness
uninstalaplikasi ribet dana tah hari harigimana mau bisnis aplikasi not recommended bintang,easeofuse
ribet aturan karang biasa bisa rubah kirim barang jasa pengirim lain karang gak bisa,easeofuse
udah komplain transaksi minta lesai barang kurang terima ma suruh komplain ulang jawaban muter situ aja ngga ngasih solusi sama kali,responsiveness
good job,informationquality
napa ya ring crashapa hp,informationquality
buruk kali klaim asuransi pegirim tgl i proses juga lambat teletele pihak tokopedia lapor tokio juga sbg asuransi tokopedia nyata sana laporan buruk kali pelayan kali apabila ingin mperbaiki citra kali bisa hubungi akun tokopedia nugroho azis wahyu prasetyo,responsiveness
mohon baiki fitur aju komplain tika pembeli aju komplain ngupload video unboxing beserta foto² bukti tetapi tika skusi pejual halam layar nu nambah video hingga penjual bisa dalih video unboxing padahal video kirim lewat komplain tetapi bisa tambah nu nambah video ha foto invoice mohon pihak pengembang laku upgrade,responsiveness
napa saldo akun dana tiba otomatis mbayar tokopedia,privacy
pengaju komplain telenunggu konfirmasi pihak penjual aja hari lewati masa masih harus nunggu hari pihak penjual mberi alamat pengembalianhabis harus nunggu barang kirim penjual hari padahal cuma barang rb  aja penangan lamatoko penangan komplain paling payah,responsiveness
istri tipu applikasi inid pengembali dana ribetbisany penipu bisa jual applikasi,easeofuse
pelayan burukrespon lama nghubungi csnyasekali balas ga bisa hubungi,responsiveness
bagus bangett aku suka gak nah gagal,reliability
dana nilai juta janji refund paling lambay tanggal i bah lewat tanggal uang blm mbali hubungi tokopedia care tanggap samsek kalo sampe uang benar kembali waktu dekat sy libat hukum jg masa uang kali nipu namanyaa,responsiveness
nah belanja d tokpedia cum kurir d rta,reliability
mes paket ma retur sama kurir padahal hubungi mau ngaju komplain nemu tempat ngkomplain bagus shopee sumpah gabakal pesen sini ngecewa,reliability
top,informationquality
aplikasi makin ga jelas customer rvice karang cepat tanggap padahal dulu kalo komplain cs lalu respon cepat haru nunggu jam baru respon tika bales respon,responsiveness
te update ui home makin aneh mana nu pilih pembayar bpjstoken listrik pulsa siapa sih ngide ilangin tampilan kira biar fresh gt kgakk mbaliin ui lama aja,webdesign
transaksi lalu batal sistem padahal ga pake promo nyata akun indikasi mliki sama info data akun lain trus kalau d satu rumah banyak penghuni juga pakai aplikasi dang alamat sama mua biasa nama penerima jg sama biasa rumah kenal satu nama bisa nama anak nama orang tua saja dah lama pakai shop ee ga masa info data akun sama coba tinjau sk,privacy
bagus,informationquality
sangat mbantu,informationquality
mau upload foto bukti retur app ma trus mberi terang file gagal upload,reliability
nu tode pengirim tampil nama kurir ha tode pengirim standard gratis ongkir bisa nampil opsi kurir hal sebut mbuat pembeli tau kurir pakai padahal kurir harus hindari perti jne nyata kurir pakai penjual jne tolong ya tokopedia baiki komplain sampai,reliability
topup e toll lewat tokped gak masuk padahal saldo udh potong udh komplain lwt tktk gak bales,responsiveness
weyy tokopedia bangun lepas intergrasi sama tiktok shoppjelek banget sumpah lala gabung ga penjual lebih baik tokopedia ndiri,informationquality
pesan kurir instant hari hai kak pesan kakak masih nunggu update status pihak penjual bisa tunggu cek kala status apabila kakak laku pengaju pembatal bisa hubungi penjual lalui fitur chat respon pengaju pembatalan tokopedia ha bisa mbantu pembatal transaksi te sepakat penjual pembeli apabila penjual lebihi batas konfirmasi pengiriman maka transaksi batal otomatis,reliability
pengalam tama belanja sini sangat sangat buruk paket sangat lama tiba ncoba nghubungi customer rvice kurir anteraja respon lebih baik ganti jasa kurir i beberapa pilih kurir,reliability
pembeli sulit kali return,informationquality
pengaju kartu kredit saja pilih daerahpayah aplikasigak mutu,informationquality
aplikasi suka bug masak cari produk gak muncul suruh pakai kata kunci lain,informationquality
parah langgan tokopedia plus masih aktif tapi bisa gratis ongkir padahal tentu langgan plus gratis ongkir tanpa batas hatihati mau beli langgan karang jelek awas tipu rugi bayar langgan plus nghubungi cs tapi jawaban jelas,responsiveness
aplikasi bagus ndukung belanja hemat murah riah banyak skon,informationquality
ok buanget,informationquality
daftar riwayat transaksi hilang reset muabah transaksi dang langsungdalam proses pengirim kurir pun ikut hilangterus gimana kalau mau lacak,reliability
moga perti toko ore barang sampai hub akhir ma gak antar kembali penjl moga sini belanja am nyam nyenang,informationquality
komplain lama udah minggu dana gak balik balikmasalah mna gak tauparah,responsiveness
males karang tokopedia jarang voucher skon kupon parah dlu aku sring pke soal kdang dpt vocher sk rb aplg skrng minimal beli aja harus puluh rb bru gratis ongkir,informationquality
tolong kurir pake logika masa alamat bjn kurir dr sby tbn smg ampun toped,reliability
napa fitur gopay later bisa guna masih limit banyak namun bisa guna awal gagal lalu pilih tode pembayar gopay later hilang gak,reliability
dah sampe baleendah sampe daerah asem pameungpeuk kab bandung butuh waktu dua hari aplikasi payah lemah,informationquality
niat tokopedia niat nggak sih ngirim barang barangku hari jumat beli tanggal estimasi datang tanggal sampai aku komplain hari nin tanggal eh tibatiba pemberitahu awal nggak pemberitahu us ganti tanggal barang kirim us estimasi ganti sampai tanggal niat sih komplain juga nggak setujui padahal udah lewat hari udah ta cepat bagai nggak bener nih aplikasi ta banyak pot aja nggak orangn,responsiveness
sangat buruk proses lama kali,easeofuse
pelayan jual beli puascuma penangan komplain agak cewaterkes lambat mihak sipenjualsaya pembeli rasa rugikanjelas penjual ngganti pesan suai harga pakatitapi ganti barang lebih murahkenapa penjual i sanksima belajustru asa te akhir anggap salahjadi tetap nggak mau belanja toko pediatidak am lama penjual curang masih biar toko pedia,responsiveness
mantap tokopedia kuota banyak promo,informationquality
aplikasi makin attampil makin anta suka prank promo,informationquality
tampilan kok kayak ginitampil home pilih nu mana mua,webdesign
bagus tokopedia lebih baik bisa perlihat nama kurir ngantar supaya lebih amanah bisa mberi ulas rating juga kurir ekpedisi lain penjual tokopedia mantap belanja pengalam lalu baik kurang baik bagi kurir aja pake jne lama banget terangan pembeli tempat padahal lalu orang rumah lebih baik jang kurangi rja sama mitra ga profesional tokopedia ren,reliability
cepat,informationquality
baik,informationquality
aku kasih bintang satu ksrena rjasama sama anteraja kurir lelet kok buat rjasama benar orang juga bakal mau djbayar mahal kalo kualitas bagus kurir lelet kok pakai,reliability
komplain mbutuh waktu hari pengembali dana bisa ganti x jam,responsiveness
bener suka nang belanja online tokped dulu tiap aju komplain barang sa kirim pihak admin tokopedia lalu siap cepat mbantu karang pihak admin perti gak duli padahal dah jelas toko njual barang toko penipu skarang udah tutup tokopedia karna gak amanah njual barang,responsiveness
tahun pake toko pedia skarang alih market place be aja tokopedia makin buruk skrg aman buruk banyak tokopenjual penipu lolos komplain pun lama proses,responsiveness
tempat belanja mudah cepat,informationquality
moga barang barang suai ingin pembeli,informationquality
beli apapun sini pasti expedisi lempar sana sini gak jelaas ruwet,informationquality
live chat sini sangat rekom buat belanja komplain suatu sulit,responsiveness
hati balnja tokpedkomplain mndukung ller nakal,responsiveness
aplikasi bagus user interface face mudah pahami,webdesign
hargay mahal ya skrng,informationquality
belanja lebih mudah pembatal mudah,informationquality
aku lebih suka sini walaupun tiktok juga toko pedia,informationquality
ganti aja nama tokonilepuang barang ga sampai gara gara sistem multi kurir asuransi on juga tapi proses refund lama udah satu bul lebih ga jelas uang jt tidak dikit tanggung aja dosa,reliability
baru laku transaksi tama kali tipu pihak toko online kaligus tokopedia ndiri penangan komplain lambat bah bisa bilang tanggapi nyesel transaksi sini barang pengirim lama kali penang masa lalu jawab template,responsiveness
ring eror ring update gak jelas buka aplikasi lemot,easeofuse
tolong dong admin tokopedia cepat ngatasi pihak komplain lebihi batas hari nunggu putus admin tokopedia karang udah hampir minggu putus admin rugi waktu rugi uang juta lebih admin tolong dong cepat ngatasi komplain pada si penjual penipu,responsiveness
mantap us tingkat,informationquality
minggubarang juga terimadari pihak kurir jelasanadmin tokopedia juga solusi sampai sangat cewa,reliability
payah ribet banget,easeofuse
cs tokopediacare lelet banget ngurus komplain paket udah hari ga lesai urusan ngecewa,responsiveness
suka toko pedia kurir e grecep tapi aplikasi ngebug trus update rutin padahal bagi transaksi pas lacak barang lalu muncul layar putih tulisa g lihat males akhir,reliability
ngapresiasi kurir bisa nilai pembeli banyak kurir kurang baik ngantar barang perti main lempar taruh paket luar pagar raw ambil orang asing,reliability
komplain ga dapat solusi ko sumen ma rugi bikin ribet,responsiveness
susah kali nghubungi cs tokopedia tungguin lama banget dang cs kalo ga gercep langsung tutup cuma ngasih tutorial jelas coba puluh kali ga bisa maka nghubungi cs juga lu bantu tim pluang nyaran nghubungi tokopedia akun bisa pindah,responsiveness
harga murah bnyk skony trmksih bnyk y tokped,informationquality
kurir logok kali,reliability
mantap,informationquality
mau aju komplain tapi ma gak bosa upload bukti marin udah hari coba beli anastesi datang cuma kardus moga rejeki sayang limpah ya tokopedia karang gak belanja sini,responsiveness
bagus bgt rekomen ngga lalu murah tapi juga ga mahal bgt kurir ramah juga ngga k oren,reliability
aplikasi aneh chat hapus riwayat belanja hapus mua hapus promo gk gratis ongkir gak bisa pilih ekspedisi admin mahal makin hari makin jelek apalagi kalo ller ribetin doang bisa,easeofuse
ok mantap cuma cara komplain barang rusak kurang ndukung pembeli o mbela penjual banyak barang original,reliability
aplikasi nurut lebih mudah operasi moga makin kembang akun asmunimuhammad,privacy
jun lalu jadi bugg luar aplikasi tika klik produk ga biasa tokped ampas begini,informationquality
udah beberapa kali order barang tapi ga nah kirim ller padahal dr toko beda ujung pesan batal by sistem niat jual ga sih udh komplain juga tokped tapi gajelas jawab,responsiveness
nice,informationquality
entahh knp mua voucher dapet milikigak bisa guna checkoutentah knpd solusi akupun gak taukarna bantu tokopedia care gak bisa jugabikin dihh,informationquality
mantap,informationquality
lebih ok skrng tampilan,webdesign
ga fitur live chat susah ngehubungi cs,responsiveness
haloo napa kranjang barang tapi pas cek kok cuma tampil barang saja barang lain gak lihat apa sa tokped sa ya,informationquality
tolong tokopedia evaluasi mbali jasa kurir bekerjasama banya masa justru penjual tapi pihak kurir lalu telat update status kirim stuck tempat bah tanya lalu jawab tolong evaluasi kurir ninja express jnt si cepat lalu telat kiriman paling parah ninja express note ngaja tulis nama kurir supaya pihak kurir baca tahu ri,reliability
beli shopee ongkir lebih murah padahal toko pemilik sama nama toko n barang beli sama shopee terlambat ongkir garansi pengembali barang tak suai deskripsi jg fitur jemput ga lu kantor kurir gratis pengembali barang,reliability
karang kurir makin lamb pengirim ring telat sangat tinggal dri aplikasi lain yng utama pengirim tepat waktu,reliability
ongkir mahal,informationquality
kurir rekomendasi lama parah kata system canggih tapi ma putar putar jakarta kota biasa cuma hari karang jakarta kota masa butuh hari tolol banget system terangan juga kurang jelas kalau us perti malas pakai tokopedia,reliability
bangga,informationquality
bija tokped sangat rugi umkm saldo penjual tah pdhl mau buat muter uang bayangin jt saldo tah jahat bgt pdhl problem barang juga sampai customer tanpa kurang apapun alas saldo dang review kocak bgt mana komplain bls bot mua bener kapok jual marketplace,responsiveness
tab transaksi error mulu uyy,informationquality
lebih ok skrng tampilan,webdesign
ok garcep,informationquality
responsif banget suka deh bah aku mau return barang pun bantuin,responsiveness
asli tokopedia susah banget pengambali barang dana masa dana mau us penjual nipu jual airsoft tapi buat link baru rantai harga rb mana rantai harga jt crf paling rumit customer rvice susah dj hubungi karang,responsiveness
mavia banget najis tokopedia x tiktok potong penari hasil jual produk gede bangetajg,informationquality
apk rusakbenerin tuh sistem nyagw mau verifikasi gagal mulu dngo,reliability
aplikasi idiot karang login ya ribet suruh bikin kata sandi verikasi aman udah bener kode otp gak masuk masuk gilir kali jeda lama nding gk usah dowlod,privacy
rugi pembeli sistem kacau mbela ller nding marketplace be orange biru sistem lebih oke lindung hadap pembeli,informationquality
rip tokopedia,informationquality
awal toko online aq cuma tahu tokopediabelanja mudah gk ribet klo masa cepat tanggapi solusi baik,easeofuse
ribet,easeofuse
bonus hilang te up date,informationquality
belanja puastapi sar dikitkalau bisa ongkir kurangin,informationquality
baiki pelayan toko masuk kurir,reliability
masa ngk bisa liat at produk website males banget,informationquality
puas belanja toko pedis lewat tiktok,informationquality
ren euy user interface bagus banget ampe hp ku hang manas mgkn aku harus ganti hp tetap ngguna aplikasi tokopedia,webdesign
aplikasi bagus tampilan,webdesign
jang mau beli sini kalo masa dana gak mbali full ribet lama gak full duit balik jang deh,easeofuse
ok,informationquality
ecommerce buruk,informationquality
pakai tokopedia tahun turunin bintang komplain penjual nakal gera kirm barang chat gak nah respon minta pembatal order harus nunggu setuju penjual penjual olaho ngabai cuek waktu pembatal harus nunggu batal otomatis lama kali soal kalo penjual respon bisa mbeli toko lain makin lama tokopedia hampir sama perti toko online warna rah banyak kali tu tipu,reliability
harga cukup jangkau kualitas,informationquality
