cleaned_content,label
komplain barang kurang baru lesai proses te bul gila ya lama kali tokopedia proses komplain padahal bukti dah jelas video unboxing pas barang retur jumlah gak suai pembeli harus tanggung biaya na pajak juga gak ganti k biaya pajak harus tanggung padahal toko oren mana barang retur salah penjual pembeli nanggung biaya gak mihak pembeli padahal jelas jelas penjual sa pembeli nanggung akibat,responsiveness
mantap,informationquality
alhamdulil,informationquality
tolong kondisi ekspedisi dong banyak kurir nakal barang sabotase ganti kurir apalagi nominal ga dikit ngerugiin penjual sama pembeli,reliability
aplikasi lumay bagus cukup muas,informationquality
susah chat padahal ndala paket hilang kurir kurir ga bisa aksi ller ga bisa aksi pembeli mau komplain masa kudu nunggu masa estimasi kirim habis  udah jelas ilang kudu aksi ller kurir masa kudu pembeli komplain,reliability
tokopedia karang aneh banget lain kali gak usah pakai jasa anteraja kurir enak return paket customer dg alas gak bisa hubungi padahal paket nah antar customer nah hubungi liat aja rating aplika aja satu tokopedia lelet banget penangan masa customer super super lelet lebih enak shopee lazada kalau ndala customer lansung urus pokok kapok pakai tokopedia,reliability
kurir logok kali,reliability
bagus,informationquality
dear tokobpediamakasih banyak tlh nyedia tmpt nyam buat transaksi tolong buat tokopedia utk mperhati masa pengirim respon penjual kadang lalu lama smg sukses sll,informationquality
barang suai deskripsi susah ngurus padahal video unboxing,informationquality
karang ma ribet cewa napa harua d sanding sama tiktok jd masuk aplikasi lemot lambat,easeofuse
pengembali dana ribet lama,easeofuse
hubungin chat cs mau komplain kirim ga sampai jawab ma ai,responsiveness
bagus kali,informationquality
sangat mbantu trnsksi,informationquality
mantap coy,informationquality
masa aplikasi yng masa kurir ny sombong sangat ramah pengirim lama us mau balik kirim ny besok,reliability
beli shopee ongkir lebih murah padahal toko pemilik sama nama toko n barang beli sama shopee terlambat ongkir garansi pengembali barang tak suai deskripsi jg fitur jemput ga lu kantor kurir gratis pengembali barang,reliability
lalu banyak gimmick promo tampil ha sini pengirim sameday bisa ma waktu hari nama juga sameday arti hari sama wakakaka,informationquality
cs lama bales chat,responsiveness
harga saing masa cepat tangani,informationquality
bikin males beli tokped jasa kurir lalu jne busuk minta ampunantar kota provinsi bisa hari kurir ngesot rangkak stop belanja tokped lama kurir jne,reliability
te update ui home makin aneh mana nu pilih pembayar bpjstoken listrik pulsa siapa sih ngide ilangin tampilan kira biar fresh gt kgakk mbaliin ui lama aja,webdesign
mantap,informationquality
te update ui home makin aneh mana nu pilih pembayar bpjstoken listrik pulsa siapa sih ngide ilangin tampilan kira biar fresh gt kgakk mbaliin ui lama aja,webdesign
tampilan kok kayak ginitampil home pilih nu mana mua,webdesign
lebih bagus shope kontak resmi ga mau ngajuin luh tolak us tipi rb payah bener payah aplikasi wadahi penipu,informationquality
ngirim paket pake kurir id express rekomendasi tokped masa pengirim jakarta karawang sampai minggu paling cepet hari minta tolong kurir rekomendasi cepet expedisi,reliability
mentara pindah sop duludi sini ninja express gak komitmen kirim suai tenggat waktu tapi komplain abai admin tokped,responsiveness
jang guna tokopedia lebih baik guna shopee sistem retur dana tokopedia sangat ribet uang mbali utuh,easeofuse
sorry bro paket gw dateng gw uninstal kurir rekomendasi gajelas hari udah handover kurir stuck kota sama rasa makin sini makin gajelas utama layan konsumen kurir rekom banyak komplain konsumen tapi tanggap jang salah klo banyak konsumen alih marketplace lain,reliability
tiap ganti no hp saldo hilang udah konfirmasijawabn gk jelas ayo nongol sini kalau kamu manusia tanggung jawab,informationquality
moga bagus,informationquality
udah kali masa pesan hari ngak kirim padahal pakai inst same day chat ller ngak respon mau batalin pesan harus nunggu konfirmasi penjual chat cfs tokopedia app jam baru respon ngak her tokopedia ka shopee admin ller nyepele customer kayak customer ngemis aja gue ajukin complain ller ma kurir salahin gilaanindas kurir ntang orang cil,reliability
sangat lambat pengiriman update juga luama aku dapat kurir jne,reliability
kurir lelet komplain tokped care juga leletsamapi karang hampir bul paket gak sampe,reliability
tokopedia care jelek kali responsif sama kali jual kagak filter juga,responsiveness
salah fatal tokopedia pilih kurir gratis ongkir pake kurir lelet kaya ong bikin males beli sini be pake kurir hari sampe,reliability
gak bisa pencet bisa bikin aplikasi gak sih,informationquality
ribet mau mindahin nomer hpemail akun lain,privacy
beli shopee ongkir lebih murah padahal toko pemilik sama nama toko n barang beli sama shopee terlambat ongkir garansi pengembali barang tak suai deskripsi jg fitur jemput ga lu kantor kurir gratis pengembali barang,reliability
sangat puas aplikasi belanja online in utama bagi lokasitapi ingin ngaju komplain fitur shake sangat ngganggusaya ingin minta hapushilangkanterimakasih,responsiveness
sangat bagus skon banyak,informationquality
cs tokopediacare lelet banget ngurus komplain paket udah hari ga lesai urusan ngecewa,responsiveness
top,informationquality
ecommerce buruk,informationquality
haloo tokopedia napa aplikasi karang at kalau buka dr handphone jarang blanja sini krena kalau buka hp ring not responding toko be ring jaya betah liat liat seba tolong perbaiki yah,informationquality
sangat mbantu,informationquality
sar ajaseller jang nah tampil beberapa model jenis sama orang beli bab indikasi sa kirim cuali kolom pemilihanapalagi tampil beberapa jenis beda tanpa kolom pemilih sar aja,informationquality
bagus,informationquality
aplikasi gak gunaribet,easeofuse
mohon buat penilai jasa ekspedisi soal beberapa ekspedisi si kurir main lempar saja paket gerbang rumah padahal orang,reliability
toko pedia bagus ha sayang proses pengirim lalu lama lalu toko kurang ajar pes suai hingga ngalami rugi konplain tapi tanggap pesan barang harga tapi kirim barang harga jum pesan ha pcs masa tapi pesan jum pcs sampai karang niat baik penjual moga tokopedia bisa nyaring para pnjual nkal nm baik tokopedia lm lm bisa hancur,informationquality
tahun pake toko pedia skarang alih market place be aja tokopedia makin buruk skrg aman buruk banyak tokopenjual penipu lolos komplain pun lama proses,responsiveness
tokopedia lalu nsitif kitdikit pelanggar tolong  ya kalau sistem mau tat minimal pelayanan baik mau co gagal ndiri mua voucher hilang ga bisa co pinjam akun tem buat co ma tuduh manipulasi layan batal saldo hilang gak belanja sini cukup tahu gak ikhlas dunia akhirat,reliability
mantapp,informationquality
udah beberapa kali order barang tapi ga nah kirim ller padahal dr toko beda ujung pesan batal by sistem niat jual ga sih udh komplain juga tokped tapi gajelas jawab,responsiveness
paling benci kalau dapat expedisi ninjajneanteraja pengantar lewati batas estimasikadang suka barang rusak hilang udah lama nunggu ma akhir aju komplain tolong i edukasi expedisi sebut,reliability
beli apapun sini pasti expedisi lempar sana sini gak jelaas ruwet,informationquality
aplikasi bagus user interface face mudah pahami,webdesign
tokopedia karang payah barang gak sampai² padahal lewati hari estimasi ngeliat terang jalan banyak banget kurir pindah² ekspedisi us nyata keluh sama banyak orang te beli tiktok fitur gratis ongkir tapi gak bisa muncul waktu masuk pembayar penjual rugi pembeli rugi lebih baik tinggalin aja aplikasi,reliability
mbali tokopedia dulu toolbar nyaya al aneh bget mau liat history belanja udh ribet bget skrng why,easeofuse
lebih ok skrng tampilan,webdesign
tolong tokopedia evaluasi mbali jasa kurir bekerjasama banya masa justru penjual tapi pihak kurir lalu telat update status kirim stuck tempat bah tanya lalu jawab tolong evaluasi kurir ninja express jnt si cepat lalu telat kiriman paling parah ninja express note ngaja tulis nama kurir supaya pihak kurir baca tahu ri,reliability
buruk pemilih expedisi sangat buruk mau minta nomor kurir pun susah kalikek ngechat tolong  customerbu pengemis cinta rela apapun demi kamu tolong kamu pes karna butuh pasti ma permain gini,reliability
yuk pindah shope integrasi tokopedia sangat ribett niat mau jual ma gak bisa aplikasi gak guna sampah bangett,easeofuse
napa ya riwayat transaksi bul lalu ilang list transaksi pasahal mau belanja toko sama admindeveloper tolong atasi masalah pulih lembali kayak dulu bisa lihat riwayat transaksi tahuntahun lalu,informationquality
aku kasih bintang satu ksrena rjasama sama anteraja kurir lelet kok buat rjasama benar orang juga bakal mau djbayar mahal kalo kualitas bagus kurir lelet kok pakai,reliability
sangat ngecewa saja sih apk ngaju komplain soal barang pes tetapi masa barang pes tika ngaju komplain lain lesai tapi proses pick up barang ingin mbali proses sampai karang hari kurir datang juga benar kurir pengambil barang atur pihak aplikasi  penjual pihak aplikasi brarti parah banget,reliability
rja bagus,informationquality
salah fatal tokopedia pilih kurir gratis ongkir pake kurir lelet kaya ong bikin males beli sini be pake kurir hari sampe,reliability
tokopedia care mana admin gak respon penangan komplain kait produk sini lelet teleteleemang udh bener nding klo belanja sebe ajabaru ajuin komplain duit langsung balikproses cepetsat tbat betmales belanja sini lagipantes dagang sini pi,responsiveness
bagus kali aplikasi kurir,reliability
gak jelas gausah buat tokopedia care kalau responsif,responsiveness
cewa tokopedia mihak penjual nipu mbeli minyak datang ha bublewrap cil ngaju pengembali dana ngirim barang kembali tpi antar kurir alamat temu us karna nipu akhir pihak tokped nyuruh kirim barang lg trsebut kurir beda dang barang tsb blm ima sampai batas waktu kirim resi gmn skrg uang masuk penjual moga  ya uang bisa mbawa,reliability
tingkat  rjasamaya toko penipu masi aja boleh  jual tingkat pengece toko ya alamat ya konsumen nak tipu ribet ngurus ya tolong hatia nyaman konsumen,easeofuse
her sama ri ndiri kali kali cewa masih cele aja pokok udah akhir deh,informationquality
pu pengalam ngena tokopedia beli sunco dus lt pouch sa satu toko ghaliyati  eh kirim ma buah cesinghp murah mpat komplain utk minta pengembali refund dana te payment namun proses belit ma waktu apalagi juga sibu lain proses komplain tsb lanjut hingga cara otomatis dana bisa refund akhir serah toko penipu sial,responsiveness
tambah skon narik min hehee,informationquality
tokped karang buruk bgt proses pengirim bisa hari gak kaya dulu order karang besok sampai buruk bgt skrang mah mana gak bisa komplain kalau masa,responsiveness
ga lucu woi pesen barang pas kirim tibatiba tokopedia gaada tanda transaksi barang bawa kurir gimana nih,reliability
am pesan trima am,informationquality
njelajah nusantara,informationquality
tolong hati pihak ekspedisi dong masa pesan tanggal barang siap kirim ller sampai tanggal masih saja terangan nunggu kurir kap sampai padahal butuh banget barang mau batal juga udah gak bisa,reliability
aplikasi suka bug masak cari produk gak muncul suruh pakai kata kunci lain,informationquality
bagus smooth ui ux barang jamin banyak ori toko rate skipun sama kayak lain tapi sini lebih cle mbingung mau beli,webdesign
hilang mua riwayat transaksi riwayat chat akun ku padahal riwayat ulas masih kok bisa riwayat transaksi hilang,privacy
apa dah karang beli paket na area fleet mulu ya klo emg gk bisa daerah bikin dong pas jasa pengiriman pemberitahu klo emg paket gk bisa sampe daerah tuju jang sampe nunggu minggu lebih baru lesai proses ngaco makin lama makin sini,informationquality
masih,informationquality
turun bintang karna csa lama baru tau aplikasi pembatal bul pembeli na potong hati bli tokped pembeli na biaya layan pembatal na biaya layan skipun batalin pembeli sungguh ha duit,informationquality
te update ui home makin aneh mana nu pilih pembayar bpjstoken listrik pulsa siapa sih ngide ilangin tampilan kira biar fresh gt kgakk mbaliin ui lama aja,webdesign
nice,informationquality
ud hari tokopediacare gk respon chat ngajuin komplain rasa k orang ngemis padahal barang retur udah sampe penjual sampe karang saldo masih tahan gk respon sama kali cewa,responsiveness
napa ya ring crashapa hp,informationquality
aplikasi tdk faedah ngomong chat ta jawab sin robot solusi belit belit ribet ga bikin masa lesai mudah si bikin susah ma duit raib masuk penjual tolong baiki sistem jgn kaku emang susah kompalin belanja tokped,easeofuse
karang makin jelas udh batal otomatis uang d mbali,reliability
pembatal susah banget ribet padahal kemas juga sama penjual contoh aplikasi lain  takut banget ga beli,easeofuse
mau verifikasi data ri pakai ktp sc wajah kok susah minta bantu verifikasi manual customer rvice ga jawab nu ngereport toko sampah ma loading mulu luh top up emoney saldo masuk juga harga te ranjang beda lebih mahal,privacy
sangat bagus percaya,informationquality
lebih ok skrng tampilan,webdesign
dah sampe baleendah sampe daerah asem pameungpeuk kab bandung butuh waktu dua hari aplikasi payah lemah,informationquality
jelek,informationquality
good,informationquality
transaksi alhasil tipu ller entah aman belanja platform sini sangat rent penipu beda toko oren toko penipu sini toko be mau report toko proses ribet nyesal pakai tokopedia platform buruk sistem buruk,easeofuse
mantap deh,informationquality
aplikasi dapat nyelesai masa alami pembeli perti masa terlambat ring kali lewati waktu estimasi rta aplikasi lebih ring mberi sar timbang mberi solusi lebih guna pelangg perti contoh mberi informasi kurir pengirim kait mberi jamin terlambat pelangg juga customer rvice aplikasi ring mberi sar ulang jarang mberi solusi pasti atas masa jadi,reliability
ngecrash us padahal gada penuh penyimpan bug min baru b,informationquality
goog job,informationquality
suruh minta kode verifikasi via whatsapp tapi ga kirim gilir mau pilih tode sms ma na cooldown apa coba mau login aja susah padahal gua mau beli barang ma persulit,privacy
min tolong dong batas barang lebihin dong barang soal mau bikin project game barang,informationquality
mudah cepat skon ongkir lumay kalau komplain gera proses,responsiveness
toko pedia mang oky,informationquality
ring minta kode verifikasi ulang,privacy
habis update ma ngebug,informationquality
apk sangat mbantu kali,informationquality
tampilan kok kayak ginitampil home pilih nu mana mua,webdesign
transaksi alhasil tipu ller entah aman belanja platform sini sangat rent penipu beda toko oren toko penipu sini toko be mau report toko proses ribet nyesal pakai tokopedia platform buruk sistem buruk,easeofuse
suka aplikasi dikit banyak mbantu mau cepat lambat nama juga jalan tetap sehat kurir jaga oke,reliability
apasih aplikasi makin sini makin gk jelas waktu aku bikinin akun baru buat papa dapet rba k udah transaksi ma batalin otomatis sama pihak tokopedia tanpa jelas orderin barang ma tulis oops akun kamu gk suai dgn sk promo udah coba cari penyelesaian web tokopedia juga gk jelas heh napa ya dasar biadab aku baru aja buatin akun buat mami aku jadi begini tapi kali tiba² voucher pengguna baru hilang padhl waktu masih lama,privacy
hati hati belanja sini karna kalo barang datang lambat lebihi waktu estimasi pun ga mau salah mberi jawab ubah masa estimasi bisa ubah waktuwaktu dang sangat rugi pembeli bah ngguna asuransi pengirim tapi ga guna guys hati hati ya,informationquality
mantap,informationquality
sangat bagus,informationquality
mantap tokopedia kuota banyak promo,informationquality
tolong update bug s ultra tika mau co gak bisa layar abu saja,informationquality
aplikasi ga jelas orng jelas jelas belanja udh bayar ga riwayat pengiriman tulisa blm belanja apa²,informationquality
aneh tiba tiba logout ndiri habis masuk ulang aku ma skon hilang padahal harus hari,informationquality
belanja mudah,informationquality
moga usaha lancar,informationquality
apk rusakbenerin tuh sistem nyagw mau verifikasi gagal mulu dngo,reliability
bingung pake aplikasi baru lalu ribet banget,easeofuse
gw i rating nih biar notice te perbaiki gw rating ulang te update layar lebih gelap gbs co tolong perbaiki,informationquality
lebih enak belanja shopeepenjual real gak silumanbanyak skongratis ongkir komplain gak ribet,responsiveness
baik,informationquality
ngaduin komplain pihak tokped kalau barang sampai proses lama ribet muter muter padahal jelas pihak kurir mposting foto penerima barang kurir pihak pembeli buat ngaduin komplain kalau akhir ndapat dana komplain uang hangus barang dapat nding lu hapus nih aplikasi asli nding pake shopee lazada tokped ampas,reliability
bagus,informationquality
pelayan sangat very very bad refund dana sangat lamasampai xjam refund dana blm mbali pembeli hilang hak hak ndiripadahal jls pengirim gagal tapi refund dana gak mbali,reliability
tolong perbaiki bug bagi transaksi bisa akses error code,informationquality
tokopedia tdk bisa masuk weshlist,informationquality
mentara pindah sop duludi sini ninja express gak komitmen kirim suai tenggat waktu tapi komplain abai admin tokped,responsiveness
pembeli barang rata suai pesan tetapi komplain barang ler konsumen ring sulit kayak toko orange hingga rugi konsumen apabila barang rusaktidak fungsi,reliability
mantap,informationquality
mantabz,informationquality
tokopedia nu simpelmudah ga ribet tolong utk pilih pmbayarandiada lg utk bisa opsi pilihansaldo tokopedia bila tdk cukup saldonyadiberi opsi pmbayar lain trm ksh,easeofuse
bisa gak sih tiap bul kali gak usah update ngabisin penyimp saja gak peningkat fitur malah fitur ngikut shoppe,informationquality
suka toko pedia kurir e grecep tapi aplikasi ngebug trus update rutin padahal bagi transaksi pas lacak barang lalu muncul layar putih tulisa g lihat males akhir,reliability
bagus smooth ui ux barang jamin banyak ori toko rate skipun sama kayak lain tapi sini lebih cle mbingung mau beli,webdesign
aplikasi jelek,informationquality
banya ller penipu return ribet justru nang ma penjual penipu alamat penjual wkt return alamat asli smpi kiamat pun klo return kya gini duit gak bkl balik na cs jwb robot ller penipubarang gak dpt duit ksh ller penipu jngn smpi na tipu dah,easeofuse
makin sini makin ribetsoryy pengguna tiktok,easeofuse
aplikasi bagus tampilan,webdesign
te update baru tambah ribet ga bisa kirim video buat kirim bukti produk beli rusak,easeofuse
mberi batas pembatal otonatis kusus sameday gojek tgl pemesan tgl jam malam pembatal harus tgl jam ma tgl jam cuma pakai jasa lebih cepat kalau aturan aburadul bisa muas pembeli lebih pihak pada penjual tokopedia tetap jaya karna pembeli karna penjual,informationquality
