cleaned_content,label
te update ui home makin aneh mana nu pilih pembayar bpjstoken listrik pulsa siapa sih ngide ilangin tampilan kira biar fresh gt kgakk mbaliin ui lama aja,webdesign
tampilanua kurang efektif pemakai,webdesign
transaksi gagal tapi tagih paylater tetep mohon bantu,reliability
niat tokopedia niat nggak sih ngirim barang barangku hari jumat beli tanggal estimasi datang tanggal sampai aku komplain hari nin tanggal eh tibatiba pemberitahu awal nggak pemberitahu us ganti tanggal barang kirim us estimasi ganti sampai tanggal niat sih komplain juga nggak setujui padahal udah lewat hari udah ta cepat bagai nggak bener nih aplikasi ta banyak pot aja nggak orangn,responsiveness
tokped payah ga jelasgua komplen tapi gua tetep suruh bayar barang gua ga imapayahakun penipu masih aktif parah parah nyesel gua download belanja tokpedbelanja masa ma ga respon,privacy
napa karang bisa nghapus chat aplikasi cukup ribet,easeofuse
lebih ok skrng tampilan,webdesign
karang banyak drama banget belanja sini barang ring kali gagal nyampe bagai alas bah pilih ekspedisi jne bayar eh tibatiba over ekspedisi lain cara otomatis entah bayar engga pindah cara pihak kurrir juga banyak pemalas nyari rumah konsumen aja ogahogah padahal pake alamat biasa pakai udah kasih maps lokasi ma cuekin ena belanja toko oren minim drama uninstall ah bye,reliability
gabisa hapuscopotin nomor sama email akun padahal mau ganti akun baru,privacy
am nyam percaya mudah tetap easy walau beli tiktok jang bikin ribet hal gak lu,easeofuse
rja bagus,informationquality
aplikasi lumay bagus cukup muas,informationquality
makin aneh aja promo skon cma eh kupon gratis ongkir ma hilangsama aja kga potong harga cekout ma nambah ongkir,informationquality
stock habis ngapa munculin pencari sih ribet amat jadi tiap cek banyak abis,easeofuse
mw jual aja susah gak k dulu tinggal posting lesai hrs sambung akun sana sinigak dunia asli dunia maya birokrasi ampun dah bikin ribetbye tokped,privacy
tampilanua kurang efektif pemakai,webdesign
transaksi ngatas nama andriansyah nasution nah kalipun laku transaksi sini bah akun saja nah daftar imakasih,privacy
udah komplain transaksi minta lesai barang kurang terima ma suruh komplain ulang jawaban muter situ aja ngga ngasih solusi sama kali,responsiveness
tampilanua kurang efektif pemakai,webdesign
bagus smooth ui ux barang jamin banyak ori toko rate skipun sama kayak lain tapi sini lebih cle mbingung mau beli,webdesign
paksa instal belum biasa belanja pake apk tiktoktapi tau pay later tagih tokopedia komplain suruh install buat bisa cs tokopedia tapi tetep ga bisa nyelesai masa,responsiveness
sdh bagus cuma topup uang elektronik brizzi ko ga adamohon tambah mua kartu elektronik bisa support,responsiveness
mantap,informationquality
luruh ecommerce coba paling astafirul naujubi banget first time belanja tokped barang antar kota harus hari sampai ma ngaret sampe minggu bayangin aja akhirnyaa hilang barang tanpa jelas aju komplain juga lama kaya petugas puskesmas negeri allahuakbar pengajuan hari nunggu klaim ller hari nunggu dana mbali lebih tengat waktu harus ancur nih apps ga bakal belanja sini,responsiveness
good job,informationquality
jelek,informationquality
makin sini makin sana fitur chat gk opsi lainhapus pelapak banyak slow respon bah gk aktif nyampe pesan batal otomatis coa jadi,reliability
admin tolongiinn napa barang udah aku checkout kirim ma ilang list pengirim padahal marin masih produk bisa lacak eh ga komplain deh udah temu nyata hehehhe,responsiveness
proses komplain barang hilang saja lama anda kata lewat hari hari tentu bisa klaim barang hilang hari lewat tanggal investigasi lanjut rugi jadi proses lama kaya begini kapok pake ecommerce indonesia,responsiveness
banya ller penipu return ribet justru nang ma penjual penipu alamat penjual wkt return alamat asli smpi kiamat pun klo return kya gini duit gak bkl balik na cs jwb robot ller penipubarang gak dpt duit ksh ller penipu jngn smpi na tipu dah,easeofuse
oke ribet,easeofuse
makin update aplikasi makin ribet mua dagang mau taruh dep dang status histrory transaksi belakang rasa penting nyaman pengguna,easeofuse
aplikasi mbali normal ha sms ller harkonik karang pisah aplikasi ller toped imakasih,informationquality
jang nah pakai apk guys komplain hari eksekusi juga hari,responsiveness
gabisa hapuscopotin nomor sama email akun padahal mau ganti akun baru,privacy
dear develope kalo bisa tambah no wa kurir biar bisa d hubungi,reliability
mau ganti nomor aja persulit tutup akun data gk bisa pake buat akun lain,privacy
bagus smooth ui ux barang jamin banyak ori toko rate skipun sama kayak lain tapi sini lebih cle mbingung mau beli,webdesign
ubah kurir tolong,reliability
harga saing masa cepat tangani,informationquality
turun bintang karna csa lama baru tau aplikasi pembatal bul pembeli na potong hati bli tokped pembeli na biaya layan pembatal na biaya layan skipun batalin pembeli sungguh ha duit,informationquality
habis update ma ngebug,informationquality
baik,informationquality
stop pake kurir rekomendasi id express kurir tdk mau antar rumah,reliability
apa sistem pengirim hilang walu biliang pengirim masih normal tapi ga tau mana kap paket datang ayo cepet fix problem mana marin udh deket paket cuma blm kirim hari raya rja ga tau paket datang simp gudang cepet atasi,informationquality
napa barang karang lama padahal estimasi tiba pengaju komplain sangat lama tkoped ga bagus buat beli online sen barang harus tiba ma masih proses pas cek banyak na tipu mungkin hapus tokped rugi uang waktu,responsiveness
rem skrg tokped beli barang tapi status transaksi klo bisa komplain duit pasti ilang baiki tokopedia cara rja,responsiveness
daftar aja susah kode verifikasi gak kirim²,privacy
apk ribet lupa nomer aja harus verifikasi us mau order harus verifikasi nmr ilang ribet aplikasi macam,privacy
menjak gabung tiktod cara paksa akun tokopedia ma libur  sistem emang gajelas apk enak jual tokped ma gabung aneh,privacy
baru belanja barang dah sa kirimpas retur proses lama banget tulisan suruh nunggu hari nyata dah minggu lebih gak peduliin nding aplikasi be sih fast respon,easeofuse
awal tokopedia sangat baguslama lama bukan makin bagus tapi nurun dua kali paket selippertama akhir datang te minggu dua hilangpenggantian kes lambat belit petugas tokopedia nampil tidak profesionalan jak makai kurir rekomdasi banyak masa alih aplikasi lain rubah bintang krn bisa ncari riwayat transaksi dasar cara mbayar,reliability
mohon maaf min tolong pengaju komplain bisa cek ulang hitung tgl april karang tanggal i penyelesai admin tokped kronologi singkat na penipu ngaju pengembali banding suai kanisme banyak bukti dapat bahwasan akun toko adamoutdor tempat mbeli barang akun penipu tolong tindakan supaya korb lain min,responsiveness
pakai tokopedia tahun turunin bintang komplain penjual nakal gera kirm barang chat gak nah respon minta pembatal order harus nunggu setuju penjual penjual olaho ngabai cuek waktu pembatal harus nunggu batal otomatis lama kali soal kalo penjual respon bisa mbeli toko lain makin lama tokopedia hampir sama perti toko online warna rah banyak kali tu tipu,reliability
oke,informationquality
apa dah karang beli paket na area fleet mulu ya klo emg gk bisa daerah bikin dong pas jasa pengiriman pemberitahu klo emg paket gk bisa sampe daerah tuju jang sampe nunggu minggu lebih baru lesai proses ngaco makin lama makin sini,informationquality
tampilanua kurang efektif pemakai,webdesign
jang mau langgan sini kali kalo pu saldo ga bisa tarik rekening bikin ribet banget pengen harus belanjain habis toko pedia aja saldo kali payah emng pemaksa tokopedia payahh,easeofuse
lemot krang ribet,easeofuse
haloo tokopedia napa aplikasi karang at kalau buka dr handphone jarang blanja sini krena kalau buka hp ring not responding toko be ring jaya betah liat liat seba tolong perbaiki yah,informationquality
toko pedia bagus ha sayang proses pengirim lalu lama lalu toko kurang ajar pes suai hingga ngalami rugi konplain tapi tanggap pesan barang harga tapi kirim barang harga jum pesan ha pcs masa tapi pesan jum pcs sampai karang niat baik penjual moga tokopedia bisa nyaring para pnjual nkal nm baik tokopedia lm lm bisa hancur,informationquality
lu pemberi penilai utk kurir guna krna sbagi kurir tdk ngirim paket alamat pas cek status pengirim gagal mbali pengirim  aneh paket tdk nah krim alamat sdah tunggu hari² nyata mau mbali pngirim hbis waktu cuma,reliability
ok ,informationquality
aplikasi bagus tampilan,webdesign
ga akn maju aplikasi anak negri klo sistem kali blm baiki cust komplain krn pengirim lewat dr jadwal komplain toko lempar cargo komplain cs tokped suruh tunggu x jam halloo cust co barang krn butuh klo lewat  hari trs buat pesen brg pantas aja org lbh pilih blanja online ecomerce lain spt kali hadap komplain cust cewa,responsiveness
parah toped olaho lindungi ller penipu mbuat pembeli buat susah ngadu cs toped tanpa ada respon cepat tinda pelapor polisi penutup akun ller penipu moga dep jauh lebih baik,privacy
mantabz,informationquality
paket pes sangat lama jalan lebih baik shopee lebih cepat,informationquality
napa fitur gopay later bisa guna masih limit banyak namun bisa guna awal gagal lalu pilih tode pembayar gopay later hilang gak,reliability
pakai tokopedia tahun turunin bintang komplain penjual nakal gera kirm barang chat gak nah respon minta pembatal order harus nunggu setuju penjual penjual olaho ngabai cuek waktu pembatal harus nunggu batal otomatis lama kali soal kalo penjual respon bisa mbeli toko lain makin lama tokopedia hampir sama perti toko online warna rah banyak kali tu tipu,reliability
order bisa laku cepat ha saja banyak llerkurir gak patuh dgn program hingga nah proses sampai batal otomatis,reliability
aplikasi sangat at lalu bugsistes pengembali barang ribet,easeofuse
apk online shop ring erorr,informationquality
njelajah nusantara,informationquality
jang ragu download g mantap aplikasi pokok,informationquality
panggil kurir gojek grab lama banget ga dapet kurir,reliability
napa akuisisi tiktok ma ngancurin mua hal ngutak atikk gak harus udah bagus ui ux dulu ma karang gak jelas udah gtu update akhir ma ngehapus riwayat transaksi tolong  udah bagus dulu jang utak atik algoritma pencari pun ma gak jelas buybacktokopedia kicktiktok,webdesign
tolong tokopedia evaluasi mbali jasa kurir bekerjasama banya masa justru penjual tapi pihak kurir lalu telat update status kirim stuck tempat bah tanya lalu jawab tolong evaluasi kurir ninja express jnt si cepat lalu telat kiriman paling parah ninja express note ngaja tulis nama kurir supaya pihak kurir baca tahu ri,reliability
tolong hapus aja jasa pengirim gtl depok udak paket ngaret kirim ntar langsung gagalgitu us tiap hari,reliability
entah napa makin dp aplikasi makin binggungkandi versi baru cod kalimant utara sudh,informationquality
ribet aturan karang biasa bisa rubah kirim barang jasa pengirim lain karang gak bisa,easeofuse
so far so good,informationquality
pu pengalam ngena tokopedia beli sunco dus lt pouch sa satu toko ghaliyati  eh kirim ma buah cesinghp murah mpat komplain utk minta pengembali refund dana te payment namun proses belit ma waktu apalagi juga sibu lain proses komplain tsb lanjut hingga cara otomatis dana bisa refund akhir serah toko penipu sial,responsiveness
juga yaa ller orang toped main hacker aja akun orang sampai uang ambil jt lebih kali hati aja sama aplikasi karna orang main hacker aja supaya bisa ambil uang orang,privacy
sar saja kalo bisa kurir si cepat hapus aja tempat lama bisa nyampe minggu lebih tuh barang nyampe cuma langgan plus kalo ujung pake si cepat kurir gak suai nama harus si lambat udah mah minggu lebih baru datang titipin pula sama kurir jne baru dah nyampe tempat,reliability
beli main tokopedia nyata barang ilegal tak sni hingga aman brg jamin pas minta refund toko nolak complain tokopedia sampai ngomong chat cfs stlh tokopedia tuju pengembali brg sy pilih penjemput brg kurir jnt sampai batas waktu nyata kurir tak nah datangsaya jnt dekat mrk bilang tak rjasama dgn tokopedia mua ha akal tokopedia spy konsumen tak refund knp tokopedia mbiar penjual produk ilegal,reliability
mau masuk toko blank putih at infinix note,informationquality
napa ya tokopedia pencari history pembeli susah banget harus sama sis dg judul ikl beda kit saja gak luar mau beli ulang lewat history pembeli jd susah trus kalau klik pencari barang susah kali luar yboard klik hrs pas tengah kolom pembatal juga gak komplain buat ller gak mau respon pembeli olah² lalu mihak ller utk pembatal,responsiveness
ga kaya lain nih aplikasi klau udh beli ga bisa cancel complain sana sni ga solusi mau batal pesan karna pihak toko ga kirim barang status lalu nunggu kurir lama tiga harii,reliability
barang kurang lengkap udah barang toko online lain murah tapi sini mahal,informationquality
te update ui home makin aneh mana nu pilih pembayar bpjstoken listrik pulsa siapa sih ngide ilangin tampilan kira biar fresh gt kgakk mbaliin ui lama aja,webdesign
mantap,informationquality
pengalam buruk layan purna jual produk rusak cacat pabrik te kali pakai namun proses komplain penjual maupun tokopedia care sangat sulit penjual kooperatif tokopedia care juga bisa mbantu sistem otomatis nganggap transaksi lesai begitu pembeli mberi ulas hingga jalur retur tutup aplikasi ring lemot bagi layan pelangg sangat ngecewa pembeli lain harap hatihati jang i ulas belum yakin pro,responsiveness
te update ui home makin aneh mana nu pilih pembayar bpjstoken listrik pulsa siapa sih ngide ilangin tampilan kira biar fresh gt kgakk mbaliin ui lama aja,webdesign
order mggu sttus pgrim g brbh msih maklum libursnin sttus pgrim nunggu kurir smpai slsa msh aj nunggu kurir sttusnyhdeeh prah bget lemotnyhr tgl i jm psn lwt toko oren jm sdh dpick up kurirkota asal sm tju sm wkt order beda,reliability
napa akuisisi tiktok ma ngancurin mua hal ngutak atikk gak harus udah bagus ui ux dulu ma karang gak jelas udah gtu update akhir ma ngehapus riwayat transaksi tolong  udah bagus dulu jang utak atik algoritma pencari pun ma gak jelas buybacktokopedia kicktiktok,webdesign
gim mau naikin rating nyatiap belanja ajj kurangtolong buat penjualkalo barang ready jangn pajangmau batalinkolom komplain o gak mau salahin,responsiveness
harap jang perti toko be asal putus nonaktif akun,privacy
user interface makin jelek ribet ngapain si update ma tambah jelek,easeofuse
aplikasi sampah akun cuma pu daftar juga data ri ndiri tapi gabisa pakai promo vouchercb dsb deteksi langgar mulu,privacy
te update lemott banget bagus dulu aplikasi karang te hapus whitelist favorit barang balik awal atas pegel schroll atas chat ller bisa hapus bala notifikasi hp padahal clear cache bah install ulang masih sama tetap begitu rekomendasi kurir pun pilih parah pickup telat us sampai hari tolong note sampai atas agar pelangg puas rating bisa naik,reliability
misi developer saran mohon ada rating pengirimkurir karna karang lebih banyak ndala pengirimankurir banyak customer ngeluh akhir customer lampiaskan ller ima kasih,reliability
mau isi saldo toped ribet gk ky shope sisa pembayar gk masuk saldo toped,easeofuse
ribet,easeofuse
lebih bagus tokopedia shopee ribet kalau shopee kalau tokopedia cepet langsung bayar alfamart cod beh bestt,easeofuse
mau buka toko kok sulit banget sih masih harus login tokoedia tiktok shop  apa ribet nding toko tokopedia ndiri aja g usah gabung,privacy
good job,informationquality
napa ya ring crashapa hp,informationquality
hari hapus apknyadimana tiba banyak otp kode verivikasi akun sayahari nah pes apapun apk inijadi tagih atas nama tanggung jawab,privacy
duluduluudulluu toped njadi marketplace favorit belanja bebas ongkir skon tapi karang toped pelit alias ongkir pake syarat ribet skon jarang bah gak karang shoppe bebas ongkir skon mantap maka jarang bah bul bul make toped belanja,easeofuse
aplikasi bagus user interface face mudah pahami,webdesign
aplikasi tolol ribet,easeofuse
sumpah aplikasi sampah ller masa pelihara tokped care mbantu ribet ller masa lapor pengembali ma harus nunggu konfirm dr si ller  masa ller kok,easeofuse
hari hapus apknyadimana tiba banyak otp kode verivikasi akun sayahari nah pes apapun apk inijadi tagih atas nama tanggung jawab,privacy
tokopedia karang jelek parah aju komplain respo lama banget,responsiveness
tahun tahun andal buat belanja tapi makin mari makin muncul pedagang ga jujur hapus akun pindah lain aja,privacy
hati balnja tokpedkomplain mndukung ller nakal,responsiveness
ud hancur pelayanannsaya penjual pemilik toko sangat nyesall masa cil aja bisa lesaikanmnn barang komplain drbpembeli namun aju tolak karna ikut prosedur namun sampe karang minggu uang masih tah komplain blm lesaii sangatt cewaa mau pake apk tokped kalo gini,responsiveness
sangat cewa konsumen baru tokopediasaya beli barang bekas maret sampai karang juga mbali dana sayapadahal udah retrun barang suai beli udah kirim video peking barang mulai bungkus sampai antar kurirsaya rasa rugi sini besar rp rasa pojok minta kompensasi besar jt gila benarpadahal kirim retrun barang suai kirim sama penjualkalo minus mungkin retrun barang,reliability
am nyam percaya mudah tetap easy walau beli tiktok jang bikin ribet hal gak lu,easeofuse
te update ui home makin aneh mana nu pilih pembayar bpjstoken listrik pulsa siapa sih ngide ilangin tampilan kira biar fresh gt kgakk mbaliin ui lama aja,webdesign
napa akuisisi tiktok ma ngancurin mua hal ngutak atikk gak harus udah bagus ui ux dulu ma karang gak jelas udah gtu update akhir ma ngehapus riwayat transaksi tolong  udah bagus dulu jang utak atik algoritma pencari pun ma gak jelas buybacktokopedia kicktiktok,webdesign
pengirim standar jelek bangett kurir rekomendasi ma saling lempar hari paket us jakarta lapor pengirim slaing lempar kurir tama jt lempar lilonsilempar sicepat kurir rekomendasi apa inii buruk bangett aslii,reliability
sangat mbantu,informationquality
paket gerak dua hari sampai hari komplain kmna bot mua,responsiveness
hubungin chat cs mau komplain kirim ga sampai jawab ma ai,responsiveness
napa akun log out ya relog tulis eror masuk akun lain,privacy
weyy tokopedia bangun lepas intergrasi sama tiktok shoppjelek banget sumpah lala gabung ga penjual lebih baik tokopedia ndiri,informationquality
order mggu sttus pgrim g brbh msih maklum libursnin sttus pgrim nunggu kurir smpai slsa msh aj nunggu kurir sttusnyhdeeh prah bget lemotnyhr tgl i jm psn lwt toko oren jm sdh dpick up kurirkota asal sm tju sm wkt order beda,reliability
gak nah cewa beli official store tapi tampil app ller tokopedia jelek banget aplikasi website base cuma download nding buka browser tampil interface potong lengkap banyak bug rver lambat pengatur akun sulit mengerti,privacy
pembeli sulit kali return,informationquality
pengaju kartu kredit saja pilih daerahpayah aplikasigak mutu,informationquality
aplikasi suka bug masak cari produk gak muncul suruh pakai kata kunci lain,informationquality
fitur chat gk bisa hapusterkadang privasi mber plus klo beli rokok harus web dang web gk bisa gratis ongkir kupon,privacy
aplikasi bagus ndukung belanja hemat murah riah banyak skon,informationquality
pilih kurir tolong jelassjgn ongkos aja tapi bisa pilih jenis layan kurir mau ajaini kirim pake gtl udh minggu ga sampe,reliability
komplain lama udah minggu dana gak balik balikmasalah mna gak tauparah,responsiveness
maaf tambah sini tambah banyak cewa msa barangmasa kurir mas pelayan paket kadang ilang tau napa paket lebih minggu nyampe tahu kap nyampe,reliability
mw jual aja susah gak k dulu tinggal posting lesai hrs sambung akun sana sinigak dunia asli dunia maya birokrasi ampun dah bikin ribetbye tokped,privacy
hati hati kalau pakai gopay later tika barang batal kirimd barang hilang kurir customer tetap tagih pihak gopayharus bayar tanpa nerima barang sebut,reliability
badnggak mau pakai apk pengirim lama lama lama bangetpengaju komplain aja lama ller ramah,responsiveness
ud hari tokopediacare gk respon chat ngajuin komplain rasa k orang ngemis padahal barang retur udah sampe penjual sampe karang saldo masih tahan gk respon sama kali cewa,responsiveness
dah sampe baleendah sampe daerah asem pameungpeuk kab bandung butuh waktu dua hari aplikasi payah lemah,informationquality
akun bisa pakai promo bintang,privacy
makin user friendlysampah,easeofuse
sistem ga jelas mana akun coba nge hack us ring dapet notif verifikasi log in device lain aneh banget,privacy
mantap tokopedia kuota banyak promo,informationquality
aman kurang sarang penipu kalo order bayar te lewat jam bisa batal pihak ribet kali harus nunggu konfirmasi penjual kalo penjual kurang waras biarin aja lama pesan sampe batal otomatis gila sistem tokped ribet hati mau belanja sini tokopedia care bisa nyelesai masa,reliability
aplikasi bagus user interface face mudah pahami,webdesign
belanja tokpedia penjual bisa hubungi pembayar lalui account va,responsiveness
kurir rekomendasi lama parah kata system canggih tapi ma putar putar jakarta kota biasa cuma hari karang jakarta kota masa butuh hari tolol banget system terangan juga kurang jelas kalau us perti malas pakai tokopedia,reliability
baik,informationquality
banyak penipu pengaju komplain ribet rugi pembeli akun ma luar pengaju komplain barang akhir uang mbali,responsiveness
tolong akun penjual penipu rubah pengirim inst njadi pengirim reguler banned aja milih pengirim inst ma ganti njadi pengirim reguler sdh hr blm kirim barang sdh lapor jg penjual aplikasi tokopedia makasi banyak,privacy
napa sti tokopedia x tiktok sih napa pasang produk harus aplikasi baru dang nghubung akun bisa ribet te gabung ma toko baru toko lama ulas ratus ma hilang,privacy
tokopedia tolong lepas pengawas akun google tiap ingin daftar lalui akun google lalu ingat akun google anda pengawas,privacy
tempat belanja mudah cepat,informationquality
ui sih bagus nyam simple ring tapi ekspedisi kurir hancur,reliability
beli apapun sini pasti expedisi lempar sana sini gak jelaas ruwet,informationquality
oke ribet,easeofuse
ribet pake gabung sm tiktokcair uang lama smpe hr unistal toped rugi potongan gila,easeofuse
napa akuisisi tiktok ma ngancurin mua hal ngutak atikk gak harus udah bagus ui ux dulu ma karang gak jelas udah gtu update akhir ma ngehapus riwayat transaksi tolong  udah bagus dulu jang utak atik algoritma pencari pun ma gak jelas buybacktokopedia kicktiktok,webdesign
beli paket udh mau bul tapi sampe udah bayar tapi paket masih kirim aje sampe karang tapi ma ganyampe wkwk udh chat admin toko pedia ma gada ubah hahahaha beda sama toko be admi garcep kalo masa sama kurir,reliability
belanja lebih mudah pembatal mudah,informationquality
aku lebih suka sini walaupun tiktok juga toko pedia,informationquality
belanja toko pedia kurang muas nurut pribadi alasan tama ongkos kirim mahal ekspedisi dia kurang bagus bah pribadi nah belanja toko pedia ekspedisi nurut sangat tanggung jawab bab tama kali belanja toko pedia paket kirim bongkar curi barang dua ndala pemesan pihak admin toko pedia kurang responsif penangan banyak,responsiveness
cepat mudah ngga ribet,easeofuse
aplikasi susah guna ribet tika arching produk klik produk bukan masuk produk pilih ma balik home arching klik produk balik home njengkel kali susah buat belanja,easeofuse
user interface makin jelek ribet ngapain si update ma tambah jelek,easeofuse
mantap us tingkat,informationquality
payah ller toped banyak penipu her kok bisa lolos tanpa alamat ller belanja sunco kasih casing komplain barang bisa kembali krn alamat ller lengkap info toped bahwa pembeli respon aneh langsung blok hingga mberi ulas parah asli parah toped lihat perti rja sama sama ller,responsiveness
aplikasi mudah ribet,easeofuse
pu akunmau masuk ulang kok ga bisa knp,privacy
harus tokopedia juga sedia rating kurir juga jang cuma rating ha penjual juga napa skrg rating ulasan hilangin gak tau deh informasi soal produk sisi konsumen makai produk kait rta beberapa error contoh kotak masuk chat notif wktu periksa cakap baru,reliability
bener suka nang belanja online tokped dulu tiap aju komplain barang sa kirim pihak admin tokopedia lalu siap cepat mbantu karang pihak admin perti gak duli padahal dah jelas toko njual barang toko penipu skarang udah tutup tokopedia karna gak amanah njual barang,responsiveness
aneh akun jadi pelanggar tanpa ketahui,privacy
ribet mahal admin robot mau komplin,easeofuse
harga murah bnyk skony trmksih bnyk y tokped,informationquality
mitra tokopedia qo hilang ya ps n buka g bisa gimana kabar tokopedia care penjelasan juga ribet g jelas ring error g bisa login makin buruk aja parah bahaya gini logout ndiri raw hacking makin buruk pelayanan tokopedia lindung konsumen pembeli ring rugi skipun salah penjual,privacy
mantap,informationquality
tahun tahun andal buat belanja tapi makin mari makin muncul pedagang ga jujur hapus akun pindah lain aja,privacy
apk tolol penjual ngirim barang ga blm sampe udah komplain dll jawab sama bot ampe dana kirim penjual mikir dongo,responsiveness
makin sini makin at ulang us hapus app instal ulang mau masuk pasti ribet mau cek histori belanja pakai ribet gilir langsung beli langsung luar tagih gera laku pembayar anda  lucu aplikasi besar tapi ampas,easeofuse
niat tokopedia niat nggak sih ngirim barang barangku hari jumat beli tanggal estimasi datang tanggal sampai aku komplain hari nin tanggal eh tibatiba pemberitahu awal nggak pemberitahu us ganti tanggal barang kirim us estimasi ganti sampai tanggal niat sih komplain juga nggak setujui padahal udah lewat hari udah ta cepat bagai nggak bener nih aplikasi ta banyak pot aja nggak orangn,responsiveness
aplikasi bagus tampilan,webdesign
jun lalu jadi bugg luar aplikasi tika klik produk ga biasa tokped ampas begini,informationquality
ampass mau ngajuin pengembali dana ribet,easeofuse
nice,informationquality
bagus tolong kurir supaya lebih rajin update kayak makin lama kok makin turun kualitas layanan,reliability
mantap,informationquality
bagus smooth ui ux barang jamin banyak ori toko rate skipun sama kayak lain tapi sini lebih cle mbingung mau beli,webdesign
ng uninstall aplikasi tahun bul april nya guna akun aplikasi lapor pihak wajib nyalahguna akun,privacy
aplikasi dapat nyelesai masa alami pembeli perti masa terlambat ring kali lewati waktu estimasi rta aplikasi lebih ring mberi sar timbang mberi solusi lebih guna pelangg perti contoh mberi informasi kurir pengirim kait mberi jamin terlambat pelangg juga customer rvice aplikasi ring mberi sar ulang jarang mberi solusi pasti atas masa jadi,reliability
napa bisa login tokopedia,privacy
