cleaned_content,label
tiap tiap ya lu tokped tiap tanggal mbar mau checkout pilih tode pembayar lalu ngeblank sedia mana cs gaada bisa hubungi sama kali kuranginin dah baiki sistem,easeofuse
maaf pembayar napa banyak harus lalui bank cod gerai ofline sangat sulit tokkopedia ngga perti dulu,easeofuse
bgsu puas aplikasi,reliability
tampilan kok kayak ginitampil home pilih nu mana mua,webdesign
lebih ok skrng tampilan,webdesign
tokopedia plus juta bul bener aja,informationquality
perti dulu udah belas tahun kupakai belanja jual tapi komitmen njaga percaya pengguna marketplace enak ncabut langgan plus akun tanpa penjelas valid jauh tinggal pelayan costumer care nding orange maupun rah,responsiveness
beberapa kali order lalu lewat estimasi ki lewat ha beri konpensasi pun karna us lapor kalau shopee otomatis dapet vouvher konpensasi sini hadeuuh cewa jauh harap pelayanan kali masa parah kali penyelesaian csf pun kaya ga mau pising jawab tanya sayamungkin pikira oenting jawab,responsiveness
beli barang po hari mulai tgl oktober estimasi tiba november kirim tgl november masa estimasi sampai krmh ttp november harus kalo barang dh kirim yaa estimasi lebih cepat ima customer kalo kayak gini kurirekspedisi ngelama lamain masa pulau jawa bali tunggu hari,reliability
jelek waktu pes promo laku,informationquality
tokopedia masih banyak llee ller nipulapor cs ga nah tinda eki sudak bukti video poto ller masih jual,reliability
suka sama tokped,nonquality
aplikasi bagus,reliability
tampilan aplikasi bagus,webdesign
ni apk makin esini maakin aneh bug maakin banyak kupon gak bis pake padahal usah esuai sks suka ilang ndiri kupon waktu bayar nge lag gillaa nyata,easeofuse
moga tokopedia bisa njadi toko online us mberi mudah para pembeli moga ongkir bisa gratis us calon pembeli bisa langgan ongkir gratis,informationquality
aplikasi bagus user interface face mudah pahami,webdesign
pelayan bagus,responsiveness
susah masuk aplikasi tokped udah update juga,easeofuse
pencarin kurir aja masi lama suai range jangka waktu tentu unistall apk pindah toko lain suai janga waktu,reliability
apasi g bisa bukak,easeofuse
pelangg tia klo belanja tokopedia gak shopee tempat lai ssya ngaju kartu pedia card kali gak acc padahal transakasi gak dikit,reliability
aplikasi force close mulu pas upload gambar buat review tolong  benerin udah hapus cache buka ulang masih jadi juga kalo review lalu gak kirim alas internet benerin napa aplikasi error mulu,easeofuse
aplikasi sangat mpermudah my lifestyle ren dah pkok,easeofuse
karang tokopedia banyak ller penipu,reliability
puas,reliability
gatell baru aja detik udah habis gatel gatel,responsiveness
siip,nonquality
telat hari aja langsung denda rb denda ga pake otak,reliability
neng belanja sini ima kasih tokped,nonquality
banyak ller nipu mua barang cocok dgn foto hati aja beli barang sini suai banyak penipu,reliability
ok,nonquality
moga lancar rejeki moga suai barang ready imakasih,nonquality
smga usah lancar us pak amin,nonquality
beda  ratting toko pengirim barang karang agak ribet upload foto harga lebih mahal shopee biaya aplikasi tapi makin sini makin jelek forma pengguna lama tapi minim promo harga promo perti tipu harga benar naik lalu olaho buat perti dang promo,informationquality
mantap banget apk,reliability
mbantu,easeofuse
lebih ok skrng tampilan,webdesign
bagus smooth ui ux barang jamin banyak ori toko rate skipun sama kayak lain tapi sini lebih cle mbingung mau beli,webdesign
tokopedia sering crash,reliability
ikl ngganggu,webdesign
parah tokopedia masa daftar tokopedia card gak acc acc udah bul parah,reliability
mau pes kok ubah normal harga payah,informationquality
belanja lebih mudah tapi karang biaya tambah gak dikit,informationquality
aplikasi abal abal,nonquality
nice aplikasi bagus,reliability
udh thn lebih pake tokped betul komplain oktober proses komplainretur lamaa pas chat tokopedia care juga jawaban template banget padahal udh liat banget indikasi akun penipuanspam moga tokopedia care full ai minimal ganti manager,responsiveness
aplikasi sering error saat checkout,easeofuse
baik,nonquality
sy pengguna baru baru bbrpa kali transaksisllu muas lancar jaya,reliability
aplikasi bagus user interface face mudah pahami,webdesign
ngasih voucher promosi via chat pas mau bayar ma kyk bug error gt muncul pop up sk laku ubah te mua voucher nggak bisa nempel produk manapunbikin sell udh protes nggak solusi nding co be mana gretong sini mahal bet nggak banding dg belanja orange cuma k bln tokped kbln addech,informationquality
nah ndaftar apalagi minjam apapun juga ima kasih,privacy
pelayan buruk chat akhiri pengguna apk sangat cewa pelayana,responsiveness
josss aplikasi ren,reliability
bagus nang belanja tokopedia pokok mantul,reliability
masih ada mau belanja aplikasi tokopedia gak bisa andal chat live cs aja gak bisa hubung ngandal bot ta goblok luar biasa untung si orange utk solusi belanja online moga gak nasib tragis daripada lu puyeng mau komplin gak tau mana nding belanja tempat am yakni shopee cs live jam,responsiveness
tampilanua kurang efektif pemakai,webdesign
fitur pencarian tidak berfungsi,reliability
sistem pembayaran gagal terus,reliability
transaksi gagal padahal saldo cukup,reliability
te update ma harga warna hitam gak lihat kalau background hitam juga barang rekomendasi aplikasi bisa beli toko aktif,webdesign
tepat mudah,easeofuse
retur barang uang harus nunggu hari liat shopee tuh retur barang gampang uang mbali cepat ga nyampe hari baru juga anter jasa kirim uang udah mbali tokped m bisa gitu harus brantem dulu sama ller banding bikin jengkel uang retur nunggu hari rja gila,responsiveness
karang tokped daerah luar jawa ngak gratis ongkir kacau,informationquality
bagus smooth ui ux barang jamin banyak ori toko rate skipun sama kayak lain tapi sini lebih cle mbingung mau beli,webdesign
bagusss kali aplikasi ini,reliability
aku instal aplikasi gak lama harga gak suai antara deskripsi anda harga cek out itupun masih perparah harga ongkir nurutku mahal mungkin tokped pilih kasih ya kayak tiap akun gak sama lakuan,informationquality
gak jelas lu tokopedia bagus bukalapak ma bangkrut gak jelas kaya tokopedia ma gak bangkrut,nonquality
beli box ukur xl tapi ima ukur cil rasa bohongin moga jadi pada konsumen lain tapi sar konsumen lain hati hati bila belanja tempat e commerce banyak komplain konsumen,reliability
bagus ren banget,reliability
tokopedia gagal mbuat sistem am pembeli lewati tenggat batal otomatis status masih barang proses tetapi uang bisa tarik tolong ring cek pedagang main nakal dengar orang komplain,reliability
baik sekalii,reliability
ga bisa pes kalau pakai promo,reliability
menjak rger sama tt banyak jadi aneh nyebal,reliability
bagus muas,reliability
proses refund proses sampe detik enak juga rja toko pedia nilepin duit customer,responsiveness
mantap enak banget belanja aplikasi gak lag hehe,easeofuse
respon tokopedia care lama pengembali dana retur barang penjual fiktif uang lama cair,responsiveness
mudah cepat nyenang,easeofuse
menjak toko pedia tokoh dekat rumah agak makin pi perjual beli,informationquality
cewa sama beberapa ller tokped padahal rating atas tanggap tokped komplain hingga rugi kira rugi tinggal,responsiveness
belanja hemat harga rapat,informationquality
toko penipu mua karang nah kirim barang palsu pas return si toko main sama kurir ma tuker paket return ku sial gapu bukti packing sama ngasih kurir padahal barang suai beli akhir duit ga dapet barang palsu pun ga dapet payah tokopedia ni gapapa  skrg mah ikhlas cum skrg udh aja gamau belanja sini pelayan after buy jelek banget minim kali lindung konsumen tipu,reliability
pesanan tidak muncul di riwayat,reliability
bintang downgrade dlu aplikasi skrg lemooott baget gambar produk cuma ato aja tampil slide ikut gak tampil satupun makin lama scroll apk makin lemot pdhal hp n koneksi lancar mua pliss baiki donk,reliability
mantap kualitas terjamin,reliability
lebih ok skrng tampilan,webdesign
aplikasi bagus banyak promo mksih tokped,informationquality
aplikasi bagus user interface face mudah pahami,webdesign
sistem sering maintenance,reliability
tampilanya kurang efektif pemakai,webdesign
info lupa akun,privacy
apk ga jelas login susah cekout susah cancel voucer ga ngaja pake ilang hapus aja ni apk ga guna,reliability
ikl ngganggu,webdesign
ring ndala aplikasi ngelagmungkin jaring internet kurang stabil,easeofuse
aplikasi kadang keluar sendiri,reliability
sangat puas belanja toko pedia,reliability
bisa chat penjual,easeofuse
na tipu penjual tiktok kirim link gratis ongkir tapi akun tokopedia jebol sama gerombol susah buat lapor konsumen lalu sa bukti dokumen sdh kirim tapi tdk tinda tiktoktokopedia banyak toko tiktoktokopedia penipu,privacy
tampilan kok kayak ginitampil home pilih nu mana mua,webdesign
pasti pengirim cepat,reliability
promo abal abal,informationquality
akun na scam rb uang hilang saldo tokped bajak ganti email aneh napa tau nomer verifikasi hapus aplikasi saammpaaaah,privacy
trauma banyak toko jual dgn harga murah pikir emang promo tapi ntar ller japri ujung penipu lapori tapi toko masih aktif biarin jual,responsiveness
ikl ganggu,webdesign
aplikasi kadang tidak merespon,reliability
bener bener kacauu ntah tokped sistem pengirim barang masa masa iya beli barang tb tb pas kurir ganti aplikasi lelet bener bener jelek kalo bintang gua kasih dah sgitu,reliability
waduh aplikasi tokped lemot bgt skr pecat aja tuh it dev,reliability
muas banget pakek apk ini,reliability
ok bnyak vocher,informationquality
transaksi berhasil tapi barang tidak muncul,reliability
ngecewa pu toko penipu tingkat pengetat penerima toko bila lu survei tempat,responsiveness
aplikasi lalu at bodooo,easeofuse
aplikasi bagus namun layout mbingung,webdesign
alus pis,nonquality
sistem gagal konfirmasi pembayaran,reliability
ikl sngt nggangu kali,webdesign
banyak bobrok status shipping gak jelas pengirim sama surabaya ma hari sangat normal baiki sistem dong pantes milih si oren,reliability
banyak bnget penipu aneh banyak lolos uang mbali lama tentu uang mbali tolong perketat amanan para penjual penipu,privacy
bagus pelayan n,responsiveness
makin sini makin lemot,informationquality
bintang dlu sangat sal tika ingin laku pembayar lihat mua todoe pembayar loading sangat lama,easeofuse
dulu tokopedia sangat bagus karang balikan barang pesan kirim bisa batal ubah pembatal otomatis ganti mua ecommerce pilih sangat ngecewa,reliability
ren gratis ongkir,informationquality
error pas mau ubah alamat pengirim,reliability
halo ka apk henti trus sy hapus data download ulang sm ja tolong bantu biar normal y makasih,easeofuse
bagus sekalee,reliability
nih aplikasi ganggu us rver cari produk lalu lama loading gambar banyak kualitas gambar produk pecah juga bah beberapa halam produk bisa buka padahal jaring bagus buka marketplace be lancar,easeofuse
ribet tele tele komplain,responsiveness
cepat lebih murah timbang beli counter pulsa lain,informationquality
mantap ui ren,webdesign
tolong jang sampai penjual produk palsu ya toped ku sayang,informationquality
sal banget dah gw sama platform satu gak lindung konsumen barang reject sulit retur alas gak videonyagw upload size video besar size udah resize videopenjual gak ima video edit gak bisa milih jasa layan ekspedisi ingin padahal kurir bikin rasa gak nang masaiya barang terima tanpa konfirmasi si kurir ma retur penjualgak janji temu dlljarang kasih kupon tanpa minimum gratis ongkir,responsiveness
baru nyoba i sy puas harga brupa barang bagus,informationquality
apk bagus bet,reliability
bug pakai promo ga bisa,reliability
system jal sangat baik,easeofuse
kasih promo tapi waktu guna hilang,informationquality
ga bisa pes pakai promo,reliability
lama proses,responsiveness
ga bisa pakai promo sama gratis ongkir,informationquality
tempat belanja hemat murah gratis onkir,informationquality
wooiii ngga bisa ubah tode pembayar nih padahal udah ta up date,easeofuse
pihak tokped patut apresiasi qtas pelayan ny sangat mbantu barang jual sini sangat kualitas jangkau,responsiveness
nice aplikasi ren,reliability
mohon sistem pembayar tambah jauh kota susah isi saldo gopay alfamart ring ganggu biar kampung juga belanja tokopedia,easeofuse
tepat waktubarang suai harap,informationquality
gbsa fleksibel android susah mau co barang tentu,easeofuse
tolong bantu informasinyasaya mau belanja gk bisa co pas mau co kendala masa teknis tika mau co katanyaoops mohon maaf salah teknis begitu us tika mau co us kendala masa teknis mohon bantu solusi agar bisa co mohon minta bantu solusi gera kak,responsiveness
lebih ok skrng tampilan,webdesign
tolong bisa hapus riwayat transaksi donggg kalo abis beli barang aneh gabisa hapus trimakasih,easeofuse
udah ga nah liat gratis ongkir wee padahal ring belanja mari dlu tarik belanja sama tokped sampe bayar goplus karna skon narik tapi pas lepas goplus ma ga sama kali gratis ongkir,informationquality
skrg kolom pencari suka susah utk akses klik ga mau masuk utk tik pencari ring error tolong baiki thanks,easeofuse
sangat mbantu,easeofuse
kinerja lalu lama urus retur aja lu minggu lebih pun pick up retur,responsiveness
tolong hilang fitur ta sungguh mbantu ma bikin makin ribet buat komplain cs,responsiveness
ok trimakasih,reliability
bagus ren bisa diandalkan,reliability
cewa sama aplikasi masa masih aja penjual nipu,reliability
tiba tiba luar akun bisa login,privacy
barang bawah ribu tambah ongkir sama saja harga toko balikpapanjadi ring batal laku pembeli apa solusi lain ongkir lebih murahterimakasih tokopedia ller makin baik respon cepat team tokopedia,responsiveness
ha tokopedia tanggal estimasi tiba bisa ubah harus datang tanggal langsung ubah dong tanggal bener bener ga masuk akal,reliability
encana mbeli mua hardware komputer butuh rakit komputer harga juta,informationquality
bayar dulu gak pakek cod kayak ngaja lama  soal lewat tgl mau komplain gak bisa ma tambah waktu bisa komplain tiap mau komplain waktu tambah us tgl jam bisa komplain tgl sampai tgl jam masih gak bisakomplain wa tu pakek ma gak bisa kalo gini gak uang bagai mana sar kalo pakek apk jang bayar dulu ngaja lama  karna bayar gak bisa ambil karna waktu komplain undur us,responsiveness
aplikasi online sangat baik,reliability
ytta sama skon bebas ongkir,informationquality
like,reliability
gila gabisa cod parah banget,easeofuse
bagus sih tapi barang lebih mahal banding shopee,informationquality
oke,nonquality
suka banget banyak skon kalau pes tokopedia,informationquality
lu pertanya motto jual beli online am laku kalo pake asuransi apk jual barang asuransi yak,informationquality
lama pengiriman ring cancel ama sistem,reliability
napa apl na virus ya mnta baiki mau uninstall aja tapi pengguna tokped dlu mohon info baikan,privacy
nanti belom belanja kalo belanja toko amanah tambah bitang,nonquality
ok banget,nonquality
pemakai cashback buat motong harga barang makin cilcashback alamat hilang klo gk pake cuma cashback banyak tapi gak bisa gunain belanja,informationquality
gk saran download guna baik ngguna aplikasi jual beli online lain saja pengaju komplain sangat susah mau bul barang return ngk sampai penjual uang ngk tau ntah cair,responsiveness
masa pengirim pihak toped lepas tang ga bisa kasih solusicuma bisa kasih solusi pengembali dana pun ga bisa langsung harus nunggu hari rjasangat ngecewa,responsiveness
proses pengambil dana retur lamatoko banya toko penipu belanja speaker kirim softcase hp proses komplen pengambil dana lama hampir hari dana belom masuk kapok gwa,responsiveness
proses refund lelah,informationquality
muas kali pengadu responsifcepat ngatasi masa,responsiveness
mantap,nonquality
banyak toko penipu pes kirim apaudah jelas bukti lengkap muatapi pas mau return paket susah minta ampun suruh nghubungi cs tapi jawab lama benerudah lebih hari pula,responsiveness
may buat bah gabut,nonquality
mantap sangat mbantu dengan mudah,easeofuse
agak lemot bagus cara tampil buat sar aja klo bisa gratis ongkir perbanyak kyak toko be,easeofuse
bagus,nonquality
sangat ngecewa,nonquality
bul lebih minggu refund dana transaksi lesai lesai komplain rutin jawaban masih tahap pengece suruh nunggu entah sampai kap deadline tanyaan bul lebih kurang nunggu cobakk fixed dana refund custumer korupsi uninstall ganti shopee aja cs lebih gercep gak kayak si tokped sdm minus mua gak bisa rja note lama review masih arti dana korupsi masih korupsi belom balikin customer,responsiveness
pelayan lumay buruk ngaju komplain lalu tolak sama admin tokopediagimana inid lalu begitu sampe karang pembayar gk hasil dana ambil tanpa mbali,responsiveness
suka bgt sama toped,nonquality
waduh gimana si susah kasi alamat lengkap masi isi kode pos padahal udah isi,easeofuse
aplikasi gajelas,reliability
suka toko pedi,nonquality
hati belanja sini banyak penipu sya ndiri na tipu,reliability
kupon rb gua hangus gara² tokped ring error koneksi putus padahal jaring lalu lancar ping google ms tanpa timed out tapi koneksi rver tokped ring putus sangat cewa at tahun² pakai tokped baru kali kupon² gua ring hangus loading transaksi lama tiba² luar ndiri lalu ilang kupon rb guaaaa,easeofuse
cukup njanji sih belanja tokped tapi karang promo jelek banget gak kayak dulu pake device spek gaming aplikasi at amat mana tampilan juga jelek ah sudah masih banyak online shop lain,easeofuse
lebih mudah shopee,easeofuse
jebak toko penipu dana refund masuk saldo tokopedia tapi dana ga bisa tarik ma tah tokopedia lebih minggu dana bisa cair alas investigasi uang bukti transfer atas nama sistem anda juga  record enak ya dapat bunga gratis uang tolong gera mbali uang,privacy
ok,nonquality
ruwet pay latter,easeofuse
toperstolong mb cilin yahp q lemot shopyg lain tdk komplain,easeofuse
buruk,nonquality
aplikasi bagus tapi aja jahat,informationquality
banyak promo sampai candu si ijo tapi karang apa daya,informationquality
ongkir lalu mahalaq coba langgan rb bul tetap na onkir rbrb pun paling banyak baranglewat langsung lonjak sampai rb lebih lebih mantap pakai shopee,informationquality
mohon perbaiki bug,reliability
aplikasi jelas,reliability
tampilanya kurang efektif,webdesign
gratis ongkir hanya ilusi,informationquality
napa data ktp bisa hapus padahal pemilik miliki data ktp aslinamun ktp daftar nomor hangus email aktif mohon kominfo mendagri dukcapil agar bantu nyelesai contoh operator lular bisa nghapus data ktp nghubungi cs baik cara live maupun email dang tokopedia maupun tokopedia ller sangat sulit laku,privacy
sy ller tokopedia ga perti dlu potong standar skrg potongan besar kali dah gitu cair lama pake minggu lama lama bs bangkrut nih tokopedia klo bgini byk cewa,responsiveness
kupon nipu hati beli barang hadiah kupon,informationquality
kurir rekomendasi napa user bisa milih makai jasa kurir ga lucu juga nomer resi handle sama jasa ekspedisi akhir lempar sana sini,reliability
bagus,nonquality
flash sale voucher scountserta potong plus banyak contoh harga batre splay skon njadi kurangi voucher skon njadi ongkir gratis mau skonmau flash sale harga beli ya mang gitu ha trik gital marketing tokopedia perti dahulu flash sale skon tu benar benar nyata manfat,informationquality
smooth ui ux barang jamin ori,webdesign
mau beli ma gratis ongkir hilang aplikasi,informationquality
bagus,nonquality
tolong pihak tokopedia leksi toko jual sbb sy order nunggu hri tdk kirim yata barang yh tdk paksa sy cancel trs toko lain iklan sy chat tdk respon yh sama kali,responsiveness
video ikl cil klik barang benarbenar ngganggu,webdesign
banyak produk bisa pakai apalagi hp ribu biasa g tapi tulisan g gak bisa pakai beli dua bambu pethuk penjual bilang asli lem lem  garansi umur nyata sampai tempat lem lepasbarang mbali minta video unboxing tapi gagal ngunggah video tapi foto bukti banyak kirim bukti barang kirim beda pengaku penjual barang palsu ma toko pedia mbela penjual penipu uang ngak mbali sarang penipu,reliability
tolong baikin lg dong arch engine ngetik muncul beda ketik,easeofuse
apk buruk,nonquality
cara seluruha tokopedia top enak belanja applikasi mantep  kalau bisa buat versi lite bentuk applikasi langsung ya,easeofuse
top banget,reliability
platform belanja online buruk nah barang kirim kembali penjual tapi dana ongkos kirim konsumen tetap sedot kembali konsumen ongkos kirim mahal,responsiveness
karang tuh cari produk tepat tokped susah minta ampun kata kunci lalu lebar kategori lain filter juga gak ngaruh mau cari murah susah filter kata larang juga udah gak bener susah banget nyari barang tokped,easeofuse
ok,nonquality
mantap,nonquality
setelah updte makin bagus tampilannya,webdesign
sangat bagusperbanyak kupon gratis ongkir,informationquality
aplikasi jelek tbtb resi eror trs gaada kompensasi waktu ingin mncoba transaksi udh ga bisa pakai instan pdhl butuh cepat sangat rugi tpi gaada kompensasi dri mreka apk jelek ga recommended,reliability
bener cewa oder barang tokopediasudah lewat batas estimasi masih tinda kurir ekspedisiuntuk akhir kali belanja tokopedia,reliability
aplikasi tokopedia sangat sangat nganggu o o maksa,webdesign
gak dpt promo,informationquality
respon cs baik,responsiveness
slide loading gambar gak bisa muncultolong perbaikikarena sinyal sangat bagus,easeofuse
top ren parah,reliability
sangat bagus mbantusemoga barang kirim suai pihaktokopedia sukses buat tokopedia moga usaha makin lancard banyak peminat aamiin,reliability
suka,nonquality
tokopedia cinta tolong ganggu us enggak bisa update aplikasi enggak bisa update barang,easeofuse
apk belanja online buruk download pengirim paling lama ngga kayak be lalu cepat paket lalu tunda ngga jelas,reliability
ok,nonquality
tokopedia napa gk bisa cuma bisa masuk gk bisa liat list jual bah sampai gk bisa geser sama kali,easeofuse
kalau pesanan jauh paketny lalu gagal kirim,reliability
ring dapat ekspedisi kurang muas kalau rekomendasi,reliability
fitur ta jawab harus dm ller langsung kalo mau ta belum bisa lihat tanya tanya buyer lain ring lama loading eror,easeofuse
sistem tokped ndiri ngasih sar promo pake ma gagal ngga jelas minimal jang tampilin harga te kupon  php banget,informationquality
mantap,nonquality
ngaja kasih full bintang biar dev bisa lebih tegas sama penjual toko abal suka jual barang baru gel te sampai barang bekas bukagk gel ngguna gel palsu gel buat las rapih agar lihat baru padahal barang bekas ngalamin ndiri beli hp harga baru namun isi kotak hp lengkap perti beli hp baru kondisi hp perti nah main,reliability
bagus betmanfaat,easeofuse
pelayan sangat lama agen mbalas tanya satu pun cewa pelayan perti,responsiveness
belanja tokped bahaya banyak toko penipu ga kroscek akhir uang ga balik,privacy
napa skrg tokped hampir mua ller respon lama bgt ya,responsiveness
banyak scount,informationquality
versi baru aplikasi justru mbuat makin banyak bugketidakvalidaneror aplikasi makin lambat kali muat fiturlayan bah gambar produk jual ring rusaktidak muncul padahal internet guna masa,easeofuse
udah ga layak pakai banyak bug buka gambar lambat penjual juga udah males jual ga lama perti bukalapak kalo ga gera banahi,easeofuse
pokok tokopedia aja,nonquality
nang,nonquality
mantul,nonquality
error mulu capek bener mau belanja aja susah,easeofuse
langgan,nonquality
aplikasi bug,reliability
pakai jak tahun akhir nah ngecewa baik transaksi maupun pelayan,reliability
ren,nonquality
pelayan kurang muas saat ingin tutup akun hapus akun bisapdhl bbrp kali akun pihak lain usaha masuk,privacy
belanja toped sangat mudah murah banyak skon,easeofuse
bagus,nonquality
bismil moga lalu amanah,nonquality
ikl ngganggu kali,webdesign
transaksi apapun bisa cepat,informationquality
akun gabisa login,privacy
ngaco banget mau buat alamat baru udah masukkin alamat lengkap lengkap gilir mau konfirmasi ma suruh isi kode pos dang gaada kolom khusus buat ngisi kode pos,easeofuse
suka erorr te gabung tiktok,easeofuse
jauh sich baik bagus dep lebih baik yach,reliability
ribet banget tokped mau beli barang vape aja harus lewat web udh web suruh verifikasi usia lewat apk tokped pas verif ma sambung gojek instal aplikasi us emang lama beli mana sampai dapat limit indodana history belanja juga udh liat ring beli barang udah verifikasibisa bilang verifikasi x,privacy
forma jelek,webdesign
oke mantap n bangusss xxxx,reliability
dapat potong k sayang gk dpt gratong,informationquality
jarang review jelek tpi udh ilang sabar bikin cc tokped card bisa eh pas mau aktivin ma tode pembayar cc gk akun udah komplain tokped care bilang pelanggar transaksi dang ta pelanggar bagi mana gk jawab trus sya t penyelesai masalah gimana supaya bisa pake cc juga gak jawab mau sampai kap gak bisa pake cc cuma bikin tokped card donk klau kyk gini klau gk bisa pake tokped,responsiveness
beberapa kali pakai promo pilih tapi mau bayar otomatis ikut pilih rugi  mana gak bisa batal pula cewa banget,reliability
ren tokped,nonquality
ongkir return barang murni sen salah penjual knapa harus beban pada pembeli shoopeyg the best,responsiveness
ok,nonquality
rekomendasi akun normal tapi gapernah voucer lebih mahal daripada aplikasi be,informationquality
bonus tiktok tokopedia cuma scam ga bisa pake banyak,informationquality
pusat resolusi ga mbantu sama kaliga bisa lang tegas tiap komplain utama sama kurir masa pengirim utama id express rja ga professional lalu lambat sampe harihari pengirim paket konsumen,responsiveness
baik nyam,easeofuse
cs buruk gada respon nding lain ana,responsiveness
bintang turun njadi aja dulukarena fitur kolom skusi produk penjual lagiha fitur chat sajaitu nama sama aja munduranpadahal fitur skusi itu sa satu lebih tokopedia aplikasiaplikasi marketplace lainterus aplikasi juga bisa gunakanha bisa download sajajadi aplikasi ha perti pajang bingkai fhoto,easeofuse
download fitur lama banget anjig lebih hari bisa sumpah k tau emang,easeofuse
toko pedia nyepam ikl dmna aplikasi ngebut us gmna sih tolong jgn pam juga,webdesign
goooood waaaaw mantaaaaaabs,reliability
sangat muas,reliability
te ki lama penuh timbang akhirnye mutusin download rta daftar te gua coba order barang tama kalinye nyata dummm ga kirim proses sampe hari ga ubah ller chat ga jawab fix putus bodoh gua mau ngguna apk pesan tama danbterakhir byee byeee kali ga ngguna apk,reliability
perti bug bahaya mbuat aplikasi ring ngaco walau instal baru namun sudah langsung pula minta update walau belum update mohon tokopedia care bisa i solusi juga langgan belanja tokopedia imakasih,easeofuse
rekomend bngttt,reliability
estimasi sampai tanggal tanggal aju komplain komplain tolak suruh nunggu tanggal,responsiveness
promo tiap bul ya kak,informationquality
parah parah susah kalo mau nyari barang bekas,easeofuse
masih brand affiliate bodong beli beli sini datang sana suai pula,reliability
mantab,nonquality
good job,nonquality
bagus oke mantap tetapi bikin pening ongkir super mahal belanja sm ongkir mahal ongkir,informationquality
barang suai,informationquality
nding kasih fitur co jam baru bikinin resi buat nghindari toko toko pakai resi otomatis,reliability
ya ok,nonquality
aplikasi paling ribet complain,easeofuse
mau check out kok hilang skon suruh beli tanpa skon gila bener,informationquality
jelek,nonquality
pelangg baru ingin belanja mua produk masuk game ngguna voucher i pihak tokped akun mua bisa guna sangat ngecewakanpadahal udh neng promo pelangg baru pas download hasil ngecewa mua voucher bisa guna,informationquality
bagus,nonquality
ga bisa buka,easeofuse
