cleaned_content; label
ga bisa pes kalau pakai promo;informationquality
menjak rger sama tt banyak jadi aneh nyebal;informationquality
bagus muas;nonquality
proses refund proses sampe detik enak juga rja toko pedia nilepin duit customer;informationquality
mantap enak banget belanja aplikasi gak lag hehe;nonquality
respon tokopedia care lama pengembali dana retur barang penjual fiktif uang lama cair;responsiveness
mudah cepat nyenang;nonquality
menjak toko pedia tokoh dekat rumah agak makin pi perjual beli;informationquality
cewa sama beberapa ller tokped padahal rating atas tanggap tokped komplain hingga rugi kira rugi tinggal;responsiveness
belanja hemat harga rapat;informationquality
toko penipu mua karang nah kirim barang palsu pas return si toko main sama kurir ma tuker paket return ku sial gapu bukti packing sama ngasih kurir padahal barang suai beli akhir duit ga dapet barang palsu pun ga dapet payah tokopedia ni gapapa  skrg mah ikhlas cum skrg udh aja gamau belanja sini pelayan after buy jelek banget minim kali lindung konsumen tipu;reliability
gooddd;nonquality
bintang downgrade dlu aplikasi skrg lemooott baget gambar produk cuma ato aja tampil slide ikut gak tampil satupun makin lama scroll apk makin lemot pdhal hp n koneksi lancar mua pliss baiki donk;informationquality
mantap;nonquality
ok;nonquality
aplikasi bagus banyak promo mksih tokped;informationquality
good;nonquality
sangat mudah;nonquality
oke;nonquality
info lupa akun;privacy
apk ga jelas login susah cekout susah cancel voucer ga ngaja pake ilang hapus aja ni apk ga guna;informationquality
ikl ngganggu;nonquality
ring ndala aplikasi ngelagmungkin jaring internet kurang stabil;informationquality
ciciltagih;nonquality
sangat puas belanja toko pedia;nonquality
bisa chat penjual;informationquality
na tipu penjual tiktok kirim link gratis ongkir tapi akun tokopedia jebol sama gerombol susah buat lapor konsumen lalu sa bukti dokumen sdh kirim tapi tdk tinda tiktoktokopedia banyak toko tiktoktokopedia penipu;privacy
ren;nonquality
pasti pengirim cepat;nonquality
promo abal abal;nonquality
akun na scam rb uang hilang saldo tokped bajak ganti email aneh napa tau nomer verifikasi hapus aplikasi saammpaaaah;privacy
trauma banyak toko jual dgn harga murah pikir emang promo tapi ntar ller japri ujung penipu lapori tapi toko masih aktif biarin jual;informationquality
ikl ganggu;nonquality
baik;nonquality
bener bener kacauu ntah tokped sistem pengirim barang masa masa iya beli barang tb tb pas kurir ganti aplikasi lelet bener bener jelek kalo bintang gua kasih dah sgitu;reliability
waduh aplikasi tokped lemot bgt skr pecat aja tuh it dev;informationquality
muas;nonquality
ok bnyak vocher;nonquality
baru mau ncoba mudah mudah ngecewa;informationquality
ngecewa pu toko penipu tingkat pengetat penerima toko bila lu survei tempat;informationquality
aplikasi lalu at bodooo;informationquality
aplikasi bagus namun layout mbingung;nonquality
alus pis;nonquality
oke;nonquality
ikl sngt nggangu kali;nonquality
banyak bobrok status shipping gak jelas pengirim sama surabaya ma hari sangat normal baiki sistem dong pantes milih si oren;informationquality
banyak bnget penipu aneh banyak lolos uang mbali lama tentu uang mbali tolong perketat amanan para penjual penipu;informationquality
bagus pelayan n;responsiveness
makin sini makin lemot;informationquality
bintang dlu sangat sal tika ingin laku pembayar lihat mua todoe pembayar loading sangat lama;informationquality
dulu tokopedia sangat bagus karang balikan barang pesan kirim bisa batal ubah pembatal otomatis ganti mua ecommerce pilih sangat ngecewa;reliability
ren gratis ongkir;nonquality
mau pes potong harga hilang jelek aplikasi;informationquality
halo ka apk henti trus sy hapus data download ulang sm ja tolong bantu biar normal y makasih;informationquality
bagus;nonquality
nih aplikasi ganggu us rver cari produk lalu lama loading gambar banyak kualitas gambar produk pecah juga bah beberapa halam produk bisa buka padahal jaring bagus buka marketplace be lancar;informationquality
ribet tele tele komplain;easeofuse
cepat lebih murah timbang beli counter pulsa lain;nonquality
mantap;nonquality
tolong jang sampai penjual produk palsu ya toped ku sayang;informationquality
sal banget dah gw sama platform satu gak lindung konsumen barang reject sulit retur alas gak videonyagw upload size video besar size udah resize videopenjual gak ima video edit gak bisa milih jasa layan ekspedisi ingin padahal kurir bikin rasa gak nang masaiya barang terima tanpa konfirmasi si kurir ma retur penjualgak janji temu dlljarang kasih kupon tanpa minimum gratis ongkir;reliability
baru nyoba i sy puas harga brupa barang bagus;informationquality
apk bagus;nonquality
bug pakai promo ga bisa;informationquality
system jal sangat baik;nonquality
kasih promo tapi waktu guna hilang;informationquality
ga bisa pes pakai promo;informationquality
lama proses;easeofuse
ga bisa pakai promo sama gratis ongkir;informationquality
tempat belanja hemat murah gratis onkir;informationquality
wooiii ngga bisa ubah tode pembayar nih padahal udah ta up date;informationquality
pihak tokped patut apresiasi qtas pelayan ny sangat mbantu barang jual sini sangat kualitas jangkau;informationquality
nice;nonquality
mohon sistem pembayar tambah jauh kota susah isi saldo gopay alfamart ring ganggu biar kampung juga belanja tokopedia;informationquality
tepat waktubarang suai harap;nonquality
gbsa fleksibel android susah mau co barang tentu;informationquality
tolong bantu informasinyasaya mau belanja gk bisa co pas mau co kendala masa teknis tika mau co katanyaoops mohon maaf salah teknis begitu us tika mau co us kendala masa teknis mohon bantu solusi agar bisa co mohon minta bantu solusi gera kak;informationquality
oke;nonquality
tolong bisa hapus riwayat transaksi donggg kalo abis beli barang aneh gabisa hapus trimakasih;informationquality
udah ga nah liat gratis ongkir wee padahal ring belanja mari dlu tarik belanja sama tokped sampe bayar goplus karna skon narik tapi pas lepas goplus ma ga sama kali gratis ongkir;informationquality
skrg kolom pencari suka susah utk akses klik ga mau masuk utk tik pencari ring error tolong baiki thanks;informationquality
sangat mbantu;nonquality
kinerja lalu lama urus retur aja lu minggu lebih pun pick up retur;informationquality
tolong hilang fitur ta sungguh mbantu ma bikin makin ribet buat komplain cs;responsiveness
ok trimakasih;nonquality
bagus;nonquality
cewa sama aplikasi masa masih aja penjual nipu;informationquality
tiba tiba luar akun bisa login;privacy
barang bawah ribu tambah ongkir sama saja harga toko balikpapanjadi ring batal laku pembeli apa solusi lain ongkir lebih murahterimakasih tokopedia ller makin baik respon cepat team tokopedia;informationquality
ha tokopedia tanggal estimasi tiba bisa ubah harus datang tanggal langsung ubah dong tanggal bener bener ga masuk akal;informationquality
encana mbeli mua hardware komputer butuh rakit komputer harga juta;informationquality
bayar dulu gak pakek cod kayak ngaja lama  soal lewat tgl mau komplain gak bisa ma tambah waktu bisa komplain tiap mau komplain waktu tambah us tgl jam bisa komplain tgl sampai tgl jam masih gak bisakomplain wa tu pakek ma gak bisa kalo gini gak uang bagai mana sar kalo pakek apk jang bayar dulu ngaja lama  karna bayar gak bisa ambil karna waktu komplain undur us;responsiveness
aplikasi online sangat baik;nonquality
ytta sama skon bebas ongkir;informationquality
like;nonquality
gila gabisa cod parah banget;nonquality
bagus sih tapi barang lebih mahal banding shopee;informationquality
oke;nonquality
suka banget banyak skon kalau pes tokopedia;informationquality
lu pertanya motto jual beli online am laku kalo pake asuransi apk jual barang asuransi yak;informationquality
lama pengiriman ring cancel ama sistem;informationquality
napa apl na virus ya mnta baiki mau uninstall aja tapi pengguna tokped dlu mohon info baikan;informationquality
nanti belom belanja kalo belanja toko amanah tambah bitang;informationquality
ok banget;nonquality
pemakai cashback buat motong harga barang makin cilcashback alamat hilang klo gk pake cuma cashback banyak tapi gak bisa gunain belanja;informationquality
gk saran download guna baik ngguna aplikasi jual beli online lain saja pengaju komplain sangat susah mau bul barang return ngk sampai penjual uang ngk tau ntah cair;responsiveness
masa pengirim pihak toped lepas tang ga bisa kasih solusicuma bisa kasih solusi pengembali dana pun ga bisa langsung harus nunggu hari rjasangat ngecewa;informationquality
proses pengambil dana retur lamatoko banya toko penipu belanja speaker kirim softcase hp proses komplen pengambil dana lama hampir hari dana belom masuk kapok gwa;informationquality
proses refund lelah;informationquality
muas kali pengadu responsifcepat ngatasi masa;nonquality
mantap;nonquality
banyak toko penipu pes kirim apaudah jelas bukti lengkap muatapi pas mau return paket susah minta ampun suruh nghubungi cs tapi jawab lama benerudah lebih hari pula;responsiveness
may buat bah gabut;informationquality
mantap sangat mbantu;nonquality
agak lemot bagus cara tampil buat sar aja klo bisa gratis ongkir perbanyak kyak toko be;informationquality
bagus;nonquality
sangat ngecewa;nonquality
bul lebih minggu refund dana transaksi lesai lesai komplain rutin jawaban masih tahap pengece suruh nunggu entah sampai kap deadline tanyaan bul lebih kurang nunggu cobakk fixed dana refund custumer korupsi uninstall ganti shopee aja cs lebih gercep gak kayak si tokped sdm minus mua gak bisa rja note lama review masih arti dana korupsi masih korupsi belom balikin customer;responsiveness
pelayan lumay buruk ngaju komplain lalu tolak sama admin tokopediagimana inid lalu begitu sampe karang pembayar gk hasil dana ambil tanpa mbali;responsiveness
suka bgt sama toped;informationquality
waduh gimana si susah kasi alamat lengkap masi isi kode pos padahal udah isi;informationquality
aplikasi gajelas;nonquality
suka toko pedi;nonquality
hati belanja sini banyak penipu sya ndiri na tipu;informationquality
kupon rb gua hangus gara² tokped ring error koneksi putus padahal jaring lalu lancar ping google ms tanpa timed out tapi koneksi rver tokped ring putus sangat cewa at tahun² pakai tokped baru kali kupon² gua ring hangus loading transaksi lama tiba² luar ndiri lalu ilang kupon rb guaaaa;informationquality
cukup njanji sih belanja tokped tapi karang promo jelek banget gak kayak dulu pake device spek gaming aplikasi at amat mana tampilan juga jelek ah sudah masih banyak online shop lain;informationquality
lebih mudah shopee;nonquality
jebak toko penipu dana refund masuk saldo tokopedia tapi dana ga bisa tarik ma tah tokopedia lebih minggu dana bisa cair alas investigasi uang bukti transfer atas nama sistem anda juga  record enak ya dapat bunga gratis uang tolong gera mbali uang;informationquality
ok;nonquality
ruwet pay latter;nonquality
toperstolong mb cilin yahp q lemot shopyg lain tdk komplain;responsiveness
buruk;nonquality
aplikasi bagus tapi aja jahat;informationquality
banyak promo sampai candu si ijo tapi karang apa daya;informationquality
ongkir lalu mahalaq coba langgan rb bul tetap na onkir rbrb pun paling banyak baranglewat langsung lonjak sampai rb lebih lebih mantap pakai shopee;informationquality
mohon perbaiki bug;informationquality
aplikasi jelas;informationquality
ok;nonquality
gratis ongkir hanya ilusi;nonquality
napa data ktp bisa hapus padahal pemilik miliki data ktp aslinamun ktp daftar nomor hangus email aktif mohon kominfo mendagri dukcapil agar bantu nyelesai contoh operator lular bisa nghapus data ktp nghubungi cs baik cara live maupun email dang tokopedia maupun tokopedia ller sangat sulit laku;informationquality
sy ller tokopedia ga perti dlu potong standar skrg potongan besar kali dah gitu cair lama pake minggu lama lama bs bangkrut nih tokopedia klo bgini byk cewa;informationquality
kupon nipu hati beli barang hadiah kupon;informationquality
kurir rekomendasi napa user bisa milih makai jasa kurir ga lucu juga nomer resi handle sama jasa ekspedisi akhir lempar sana sini;reliability
bagus;nonquality
flash sale voucher scountserta potong plus banyak contoh harga batre splay skon njadi kurangi voucher skon njadi ongkir gratis mau skonmau flash sale harga beli ya mang gitu ha trik gital marketing tokopedia perti dahulu flash sale skon tu benar benar nyata manfat;informationquality
fungsi;nonquality
mau beli ma gratis ongkir hilang aplikasi;informationquality
bagus;nonquality
tolong pihak tokopedia leksi toko jual sbb sy order nunggu hri tdk kirim yata barang yh tdk paksa sy cancel trs toko lain iklan sy chat tdk respon yh sama kali;informationquality
video ikl cil klik barang benarbenar ngganggu;nonquality
banyak produk bisa pakai apalagi hp ribu biasa g tapi tulisan g gak bisa pakai beli dua bambu pethuk penjual bilang asli lem lem  garansi umur nyata sampai tempat lem lepasbarang mbali minta video unboxing tapi gagal ngunggah video tapi foto bukti banyak kirim bukti barang kirim beda pengaku penjual barang palsu ma toko pedia mbela penjual penipu uang ngak mbali sarang penipu;reliability
tolong baikin lg dong arch engine ngetik muncul beda ketik;informationquality
apk buruk;nonquality
cara seluruha tokopedia top enak belanja applikasi mantep  kalau bisa buat versi lite bentuk applikasi langsung ya;informationquality
top;nonquality
platform belanja online buruk nah barang kirim kembali penjual tapi dana ongkos kirim konsumen tetap sedot kembali konsumen ongkos kirim mahal;informationquality
karang tuh cari produk tepat tokped susah minta ampun kata kunci lalu lebar kategori lain filter juga gak ngaruh mau cari murah susah filter kata larang juga udah gak bener susah banget nyari barang tokped;informationquality
ok;nonquality
mantap;nonquality
ren;nonquality
sangat bagusperbanyak kupon gratis ongkir;informationquality
aplikasi jelek tbtb resi eror trs gaada kompensasi waktu ingin mncoba transaksi udh ga bisa pakai instan pdhl butuh cepat sangat rugi tpi gaada kompensasi dri mreka apk jelek ga recommended;informationquality
bener cewa oder barang tokopediasudah lewat batas estimasi masih tinda kurir ekspedisiuntuk akhir kali belanja tokopedia;reliability
aplikasi tokopedia sangat sangat nganggu o o maksa;nonquality
gak dpt promo;informationquality
baik;nonquality
slide loading gambar gak bisa muncultolong perbaikikarena sinyal sangat bagus;informationquality
top;nonquality
sangat bagus mbantusemoga barang kirim suai pihaktokopedia sukses buat tokopedia moga usaha makin lancard banyak peminat aamiin;informationquality
suka;nonquality
tokopedia cinta tolong ganggu us enggak bisa update aplikasi enggak bisa update barang;informationquality
apk belanja online buruk download pengirim paling lama ngga kayak be lalu cepat paket lalu tunda ngga jelas;informationquality
ok ;nonquality
tokopedia napa gk bisa cuma bisa masuk gk bisa liat list jual bah sampai gk bisa geser sama kali;informationquality
kalau pesanan jauh paketny lalu gagal kirim;reliability
ring dapat ekspedisi kurang muas kalau rekomendasi;informationquality
fitur ta jawab harus dm ller langsung kalo mau ta belum bisa lihat tanya tanya buyer lain ring lama loading eror;easeofuse
sistem tokped ndiri ngasih sar promo pake ma gagal ngga jelas minimal jang tampilin harga te kupon  php banget;reliability
mantap;nonquality
ngaja kasih full bintang biar dev bisa lebih tegas sama penjual toko abal suka jual barang baru gel te sampai barang bekas bukagk gel ngguna gel palsu gel buat las rapih agar lihat baru padahal barang bekas ngalamin ndiri beli hp harga baru namun isi kotak hp lengkap perti beli hp baru kondisi hp perti nah main;informationquality
bagus betmanfaat;nonquality
pelayan sangat lama agen mbalas tanya satu pun cewa pelayan perti;responsiveness
belanja tokped bahaya banyak toko penipu ga kroscek akhir uang ga balik;privacy
napa skrg tokped hampir mua ller respon lama bgt ya;responsiveness
banyak scount;informationquality
versi baru aplikasi justru mbuat makin banyak bugketidakvalidaneror aplikasi makin lambat kali muat fiturlayan bah gambar produk jual ring rusaktidak muncul padahal internet guna masa;easeofuse
udah ga layak pakai banyak bug buka gambar lambat penjual juga udah males jual ga lama perti bukalapak kalo ga gera banahi;informationquality
pokok tokopedia aja;nonquality
nang;nonquality
mantul;nonquality
error mulu capek bener mau belanja aja susah;informationquality
langgan;nonquality
aplikasi bug;informationquality
pakai jak tahun akhir nah ngecewa baik transaksi maupun pelayan;informationquality
ren;nonquality
pelayan kurang muas saat ingin tutup akun hapus akun bisapdhl bbrp kali akun pihak lain usaha masuk;privacy
belanja toped sangat mudah murah banyak skon;nonquality
bagus;nonquality
bismil moga lalu amanah;informationquality
ikl ngganggu kali;nonquality
transaksi apapun bisa cepat;informationquality
akun gabisa login;privacy
ngaco banget mau buat alamat baru udah masukkin alamat lengkap lengkap gilir mau konfirmasi ma suruh isi kode pos dang gaada kolom khusus buat ngisi kode pos;informationquality
suka erorr te gabung tiktok;informationquality
jauh sich baik bagus dep lebih baik yach;nonquality
ribet banget tokped mau beli barang vape aja harus lewat web udh web suruh verifikasi usia lewat apk tokped pas verif ma sambung gojek instal aplikasi us emang lama beli mana sampai dapat limit indodana history belanja juga udh liat ring beli barang udah verifikasibisa bilang verifikasi x;privacy
forma jelek;nonquality
oke mantap n bangusss xxxx;nonquality
dapat potong k sayang gk dpt gratong;informationquality
jarang review jelek tpi udh ilang sabar bikin cc tokped card bisa eh pas mau aktivin ma tode pembayar cc gk akun udah komplain tokped care bilang pelanggar transaksi dang ta pelanggar bagi mana gk jawab trus sya t penyelesai masalah gimana supaya bisa pake cc juga gak jawab mau sampai kap gak bisa pake cc cuma bikin tokped card donk klau kyk gini klau gk bisa pake tokped;responsiveness
beberapa kali pakai promo pilih tapi mau bayar otomatis ikut pilih rugi  mana gak bisa batal pula cewa banget;reliability
ren tokped;nonquality
ongkir return barang murni sen salah penjual knapa harus beban pada pembeli shoopeyg the best ;informationquality
ok;nonquality
rekomendasi akun normal tapi gapernah voucer lebih mahal daripada aplikasi be;privacy
bonus tiktok tokopedia cuma scam ga bisa pake banyak;informationquality
pusat resolusi ga mbantu sama kaliga bisa lang tegas tiap komplain utama sama kurir masa pengirim utama id express rja ga professional lalu lambat sampe harihari pengirim paket konsumen;responsiveness
baik nyam;nonquality
cs buruk gada respon nding lain ana;responsiveness
bintang turun njadi aja dulukarena fitur kolom skusi produk penjual lagiha fitur chat sajaitu nama sama aja munduranpadahal fitur skusi itu sa satu lebih tokopedia aplikasiaplikasi marketplace lainterus aplikasi juga bisa gunakanha bisa download sajajadi aplikasi ha perti pajang bingkai fhoto;informationquality
download fitur lama banget anjig lebih hari bisa sumpah k tau emang;informationquality
toko pedia nyepam ikl dmna aplikasi ngebut us gmna sih tolong jgn pam juga;informationquality
goooood waaaaw mantaaaaaabs;nonquality
sangat muas;nonquality
te ki lama penuh timbang akhirnye mutusin download rta daftar te gua coba order barang tama kalinye nyata dummm ga kirim proses sampe hari ga ubah ller chat ga jawab fix putus bodoh gua mau ngguna apk pesan tama danbterakhir byee byeee kali ga ngguna apk;informationquality
perti bug bahaya mbuat aplikasi ring ngaco walau instal baru namun sudah langsung pula minta update walau belum update mohon tokopedia care bisa i solusi juga langgan belanja tokopedia imakasih;informationquality
rekomend bngttt;nonquality
estimasi sampai tanggal tanggal aju komplain komplain tolak suruh nunggu tanggal;responsiveness
promo tiap bul ya kak;nonquality
parah parah susah kalo mau nyari barang bekas;informationquality
masih brand affiliate bodong beli beli sini datang sana suai pula;informationquality
mantab;nonquality
good job;nonquality
bagus oke mantap tetapi bikin pening ongkir super mahal belanja sm ongkir mahal ongkir;nonquality
barang suai;informationquality
nding kasih fitur co jam baru bikinin resi buat nghindari toko toko pakai resi otomatis;informationquality
ya ok;nonquality
aplikasi paling ribet complain;easeofuse
mau check out kok hilang skon suruh beli tanpa skon gila bener;informationquality
jelek;nonquality
pelangg baru ingin belanja mua produk masuk game ngguna voucher i pihak tokped akun mua bisa guna sangat ngecewakanpadahal udh neng promo pelangg baru pas download hasil ngecewa mua voucher bisa guna;informationquality
bagus;nonquality
ga bisa buka;easeofuse
belanja paling am emang tokped udah ring belanja sini tapi utk tokped hari tolong bug perbarui udh bbrp hari picture produk ga lihat lihat cuma bentuk kotak warna putih aja customer ga bisa lihat produk;informationquality
tolong perbaiki pengiriman paket cuma muter satu daerah aja oper oper ekspedisi;informationquality
sangat manfaat hatur nuhun;nonquality
kurir id express parah;reliability
asisten sin penjawab ta mpersulit komunikasi cfs langsung sin jawab ta ga guna ta nah bisa nyelesai mas;informationquality
mantap;nonquality
mantap;nonquality
luwaaaamaaa bangett refund aplikasi gedhe looh;informationquality
tolong nahan dana cepat ku tunggu smpe bintang;nonquality
oke;nonquality
pajak mahal;nonquality
bagus;nonquality
mua sini sihh tapi sayang aplikasi nge bug padahal bagus bagus lho barang barang komplit kalo cari sini baiki dong bug sama fitur cod luas us tambahin voucher buat belanja dong hehe;informationquality
imskasi;nonquality
cs ato tokopedia carw fungsi mana itk ta;nonquality
napa sih kamu tokped akhir² lemot parah skon suai cashback hilang harga mahal kompensasi pembatal barang kirim te aku ngotot akhir kasih kompensasi tapi waktu hari aja kalau sabtu minggu hitung beda pol sama apl tiktk kalau kompensasi langsung kasih bisa guna tolong baiki mua ya;informationquality
ikl update resah;nonquality
tinda curang nal buah group scord ngguna bot ngklaim makai voucher skon promo tolong  kasih pengam tika co ngklaim voucher agar ambil bot kasih chatpta puzzle verifikasi ;informationquality
